filename,image_size,sha256,label,pred_label,rho,beta,filter_type,bp_ref,rotation_k,latency_ms
01 (7)_1.jpg,1512x2016,8c909bd72c9fbf6e00fa7be82b3dd839e61860c14d404be7fedde42e0f53e70b,0,,0.001525,0.0072,box,BP05_12MP_SLM_HEIC.mat,3,3025.2
01 (7)_2.jpg,1512x2016,5523a98226037cc751db5b75c5609c9fec1931634197462f90ed56d95c7d19d5,0,,0.001865,0.0072,box,BP06_12MP_SLM_HEIC.mat,3,2832.2
01 (7)_3.jpg,1512x2016,6b887810ca072a28c1108c0bc40b2bc9d505b5ad32266f4a5b921cab075c23da,0,,0.001449,0.0072,box,BP01_12MP_NL_JPEG.mat,0,2863.1
01 (7)_4.jpg,2016x1512,5816ec09e8a501bc2a57fbf4e9063106cc29bef06dae0024c2a05dbd4e51c440,1,,0.11303,0.0072,box,BP04_12MP_NL_JPEG.mat,0,2708.4
01 (7)_5.jpg,2016x1512,db5cbc48fcfff84c3c2e784753852b73c06a4ce5613466e7d02b3ee80d5dd386,1,,0.006541,0.0072,box,BP04_12MP_NL_JPEG.mat,0,2864.3
01 (7)_6.jpg,2016x1512,cfc8fae7782836c08d22ef105c45c028ea0e87b3b22ae0df71a54416d20b027c,1,,0.072814,0.0072,box,BP04_12MP_NL_JPEG.mat,0,2781.3
01 (8)_1.jpg,1512x2016,a94e26075ba9a6652359c265196e2ad8f1cea026e1f555461bd1657ff2c3f573,0,,0.001893,0.0072,box,BP03_12MP_NL_JPEG.mat,1,2834.2
01 (8)_2.jpg,1512x2016,578c4461ced142a044e7edd9f3a9e1700aeed2962132583d84a872457e1fbcf5,0,,0.001831,0.0072,box,BP01_12MP_NL_JPEG.mat,0,2945.2
01 (8)_3.jpg,1512x2016,0f6af3d441628421be66c38c35c429ecf0746efed29bf3949501b5770eb0a045,0,,0.001367,0.0072,box,BP05_12MP_SLM_HEIC.mat,2,2989.5
01 (8)_4.jpg,2016x1512,9503af30592b11d2ea27cb3eb44dec7e2b091501063aec2ce569359ca5dbbfd6,1,,0.051333,0.0072,box,BP04_12MP_NL_JPEG.mat,0,2857.2
01 (8)_5.jpg,2016x1512,0e2e8fbce19d221122c77e35b874fc9675f999e45163807671600b71ff745ee4,1,,0.035767,0.0072,box,BP04_12MP_NL_JPEG.mat,0,2876.3
01 (8)_6.jpg,2016x1512,cfba54bfabb70142f1eff2ddc8ecd23bd46c63a8acffac0fd228cb0308c1a1df,1,,0.086333,0.0072,box,BP04_12MP_NL_JPEG.mat,0,2841.8
01 (9.0)_1.jpg,1512x2016,b05fbb8142712f3f0694496ebd2d7c306a21b95f6d9ae5aaad4e06fd39079c7c,0,,0.002025,0.0072,box,BP01_12MP_NL_JPEG.mat,3,2665.0
01 (9.0)_2.jpg,1512x2016,bfe904bf4435678ca4ea7950ae8cf720a8551e5297bc204ed4fc76ab9d5aba23,0,,0.001458,0.0072,box,BP06_12MP_SLM_HEIC.mat,1,2839.2
01 (9.0)_3.jpg,1512x2016,32ed1964792b1608f1b13b1abe2af2cd2db7c4a0b1a93a35cdbffc6d5afb8ac2,0,,0.001363,0.0072,box,BP08_12MP_NL_JPEG.mat,2,2776.9
01 (9.0)_4.jpg,2016x1512,32bffa5da3d4e9f2f4c41bedf3b75ec7767b72a2e65295faadfe07e860f618b4,1,,0.040442,0.0072,box,BP04_12MP_NL_JPEG.mat,0,2843.3
01 (9.0)_5.jpg,2016x1512,8b9294598815bbed87213997f1ad4cd27c219031986393d207aa0ccbd551a9a0,1,,0.034172,0.0072,box,BP04_12MP_NL_JPEG.mat,0,3111.8
01 (9.0)_6.jpg,2016x1512,644708518676b88296125e828db221537c0c9aa1a70597b1b230fd44fa2ffc2a,1,,0.171008,0.0072,box,BP04_12MP_NL_JPEG.mat,0,2670.9
01 (9.1)_1.jpg,1512x2016,ed713de5f71f8327abefe12b6a7a80dce15a62dd89403e1ae201a09630f2fcfd,0,,0.001831,0.0072,box,BP08_12MP_NL_JPEG.mat,3,3006.8
01 (9.1)_2.jpg,1512x2016,df4ccb7c4941862c8eb2bb5050ba4c0fe97546aa569459cac2f6e10832a6c5f6,0,,0.001637,0.0072,box,BP02_12MP_NL_JPEG.mat,2,2604.2
01 (9.1)_3.jpg,1512x2016,86b5233a58854f4e7a5b28ecdcc86603a329fc38ab2d5f140e872d021d898141,0,,0.002376,0.0072,box,BP03_12MP_NL_JPEG.mat,3,2898.4
01 (9.1)_4.jpg,2016x1512,686f34aadd8105655c85e7e81cfe87446fb227e42a3d1907cc28236a402ca5f4,1,,0.106094,0.0072,box,BP04_12MP_NL_JPEG.mat,0,2789.3
01 (9.1)_5.jpg,2016x1512,91f748a8ee27deebb413bef1b55b8e363aa0e3b7f5b1bbf8b1ff8ec81aadb335,1,,0.06942,0.0072,box,BP04_12MP_NL_JPEG.mat,0,2812.7
01 (9.1)_6.jpg,2016x1512,ccbee771e80de655e67c4cc7ff8505662706d630a8cc82ceb269140012d996f7,1,,0.03551,0.0072,box,BP04_12MP_NL_JPEG.mat,0,2895.1
img_0211.jpg,2016x1512,d38fe69ed26e43634821e204d9649aa3ca38f21719861f454ae0ba1c6e01e71a,,,0.065143,0.0072,box,BP05_12MP_SLM_HEIC.mat,0,3102.7
img_0212.jpg,2016x1512,942b9909b69a61bb014d27140cd701c0258179abd3506628b04c861433fd1e79,,,0.065006,0.0072,box,BP05_12MP_SLM_HEIC.mat,0,2626.5
img_0213.jpg,2016x1512,b026bd5d8ee63db378b6c32a74eab570cdf0c1d446ceb541139c2bd9ee92c787,,,0.076509,0.0072,box,BP05_12MP_SLM_HEIC.mat,0,2865.3
img_0214.jpg,2016x1512,0995ee9b98f88a192a170c55c2acb3df951d59065e3bb65888271cea40a749c2,,,0.072977,0.0072,box,BP05_12MP_SLM_HEIC.mat,0,2607.8
img_0215.jpg,2016x1512,d6f462cf3c1d8e47db6c671f6be2d0202acc266823e2f8822211f38c080e5323,,,0.098642,0.0072,box,BP05_12MP_SLM_HEIC.mat,0,3033.7
img_0216.jpg,2016x1512,4921d76d952a712432fa007b7cd5e7800e62eef651bac26799afba94395c3235,,,0.066941,0.0072,box,BP05_12MP_SLM_HEIC.mat,0,2803.1
img_0217.jpg,2016x1512,0d5ccd52f1a086e5c67d22e3f8233324994bb70434dd08cba0906cd2e7b493d7,,,0.013394,0.0072,box,BP05_12MP_SLM_HEIC.mat,0,2633.6
img_338651249.jpg,2016x1512,e936d27e6a15d84452fe86cb16bc667a924887e272cd5dd0f8d8e755bfb9f616,0,,0.001351,0.0072,box,BP06_12MP_NL_HEIC.mat,3,2738.5
photo_16.jpg,2016x1512,d2f799b3f78744e27e082c6d8e4600a62c16b53f7b59a8654c25bf041ab0825b,0,,0.001441,0.0072,box,BP02_12MP_NL_JPEG.mat,0,2830.7
photo_4.jpg,2016x1512,bf66805808e2a4916cbdb12a90ec179fe66bcc5b332052a4c68f17d7b8dcb48e,1,,0.330321,0.0072,box,BP05_12MP_SLM_HEIC.mat,0,2675.2
photo_6.jpg,2016x1512,ab261f226e08fd91adf537850d08e887945195c75ac1aad1be32b785c013075c,1,,0.05119,0.0072,box,BP04_12MP_NL_JPEG.mat,0,2815.6
portrait_0050_20170718_104704_950.jpg,1512x2016,aa53a689d88cd9a5cb59c8941bd8327a333456d0b01a32f4498559794ed7a1d8,0,,0.001835,0.0072,box,BP06_12MP_NL_HEIC.mat,2,2892.8
portrait_0050_20170719_142756_707.jpg,1512x2016,c1c399cc17a84af8da47bb73f7082dda97510c47079ea607f243cc74d8d8b836,0,,0.001517,0.0072,box,BP03_12MP_NL_JPEG.mat,2,2895.0
portrait_0050_20170725_182616_746.jpg,1512x2016,aba07d54d44a604fd57c7bfa33dcc927fe068874c1bed9fb26a8033724d3e194,0,,0.001062,0.0072,box,BP04_12MP_NL_JPEG.mat,1,3040.7
portrait_0050_20170725_185728_022.jpg,1512x2016,532586d315b5c8cc8332aba21f005aacf995efcd9e5636f4b2b63ff0e0a162c3,0,,0.001387,0.0072,box,BP08_12MP_NL_JPEG.mat,0,3079.0
portrait_0050_20170806_163412_637.jpg,1512x2016,abe0689be2962af47e5fde111b8e0b4e89bc5f61fd4b9dbb9bb6ec5b6407e753,0,,0.001241,0.0072,box,BP05_12MP_SLM_HEIC.mat,0,2873.5
portrait_0050_20170809_154004_802.jpg,1512x2016,990d23bd0c2946bf1a1e52106548830aca741d889cfdb7d6f207770c03ca928e,0,,0.001516,0.0072,box,BP06_12MP_NL_HEIC.mat,3,2837.4
portrait_0181_20170715_124004_796.jpg,1512x2016,d1262d9bdaad9ca6d8ab053c1e261bdacb2ef8e17539574383958bbb78110be6,0,,0.001536,0.0072,box,BP06_12MP_SLM_HEIC.mat,3,2724.8
portrait_0222_20170812_202647_946.jpg,1512x2016,0799ce5e3ad2ec48ffe05bffbfcc7838b4d7968ba1a2a502e73c896c9126c8f2,0,,0.001101,0.0072,box,BP06_12MP_NL_HEIC.mat,2,2912.0
portrait_0289_20170809_100620_690.jpg,1512x2016,8ee8bce4052ec23d6089958c49bb03f97ebdee062dc32330d60b6eb25b57ddaa,0,,0.001741,0.0072,box,BP05_12MP_SLM_HEIC.mat,3,2954.8
portrait_0508_20170823_165159_189.jpg,1512x2016,e43dff6ff2cf8ca707ac2dac7f782b549b8f9ce27fa072dd9e17a8b7890b05c9,0,,0.001154,0.0072,box,BP01_12MP_NL_JPEG.mat,3,2731.1
portrait_0578_20170810_204504_835.jpg,1512x2016,5c059e490a35bdb611071d4b1438854666ecba945195b85a23ddaa32a502a16b,0,,0.002204,0.0072,box,BP07_12MP_SLM_HEIC.mat,0,2838.0
portrait_0578_20170817_153638_385.jpg,1512x2016,2d06127f9faa3b53ab17da3462e961ca4f911e5ec49f15cc8570410e1db3aaf0,0,,0.002115,0.0072,box,BP06_12MP_NL_HEIC.mat,2,2547.5
portrait_0578_20170817_173638_329.jpg,1512x2016,c82716cebd0a6bb879e2e3dde5eb961d5060280385e4515088547e3a7aa48fc5,0,,0.001159,0.0072,box,BP02_12MP_NL_JPEG.mat,2,2848.9
portrait_5702_20170819_133222_151.jpg,1512x2016,4876eedd1bb2304409a46c80676942b08b8cd9e0b69946f9b17e1b75d254889e,0,,0.000775,0.0072,box,BP05_12MP_SLM_HEIC.mat,0,2780.4
portrait_5702_20170831_121406_392.jpg,1512x2016,d494de036642ccbe88fbb00c411d11dba3910be2e1ed30559bd18f5ce2a3de22,0,,0.001472,0.0072,box,BP05_12MP_SLM_HEIC.mat,1,2591.2
portrait_5702_20170910_123953_906.jpg,1512x2016,55c553ad9a3f61c98dccbedca62c4405dff66366de5af67eccd7ca65d86a33c6,0,,0.00135,0.0072,box,BP06_12MP_NL_HEIC.mat,1,2848.1
portrait_5702_20170910_124847_196.jpg,1512x2016,c7abaa1272ecdafb675b8f10499ad3f715f4c67faede8dadb489d186bf9e182c,0,,0.001163,0.0072,box,BP05_12MP_SLM_HEIC.mat,3,2779.9
