filename,sha256,label,pred_label,rho,beta,bp_ref,rotation_k,latency_ms
01 (5)_4.jpg,624c3ce49c1362b8b38a511ba94a37bf4d6c89517bb16f7873b58e7d946f5788,1,1,0.073494,0.0072,BP04_12MP_NL_JPEG.mat,0,4905.0
01 (5)_5.jpg,5a4a6696d6a577510b13f47d42cf3e484a75a45bc6c340980ed3f890cb028b65,,1,0.017291,0.0072,BP04_12MP_NL_JPEG.mat,0,5031.0
01 (5)_6.jpg,f195bc3ffd7fff49c9104e434a79b857f8e32eb53ac17c37136a83e79b4d9067,,1,0.085667,0.0072,BP04_12MP_NL_JPEG.mat,0,5293.3
01 (6).jpg,da96a8f3fec130fda3604bfdd9ca5115c24ec9254483a02835256aece7df2182,1,0,0.001233,0.0072,,,5153.1
01 (6)_1.jpg,f9e3845a0fbe60d912373a80eff56127494d02455e450086313246cacb2967cc,1,0,0.00212,0.0072,,,5861.9
01 (6)_2.jpg,c142230ac4057d37f4815cd4042550030c3262420dbc1fc8050ca461a5f68830,1,0,0.000787,0.0072,,,6405.8
01 (6)_3.jpg,e0c5c73740e4e08be9d13268f7299139d42c6413ebb76e5b00a0c5eb3486ca4a,1,0,0.000945,0.0072,,,5206.0
01 (6)_4.jpg,86fb6a5387c983c96a41bb57f0b2f751d93edd4feec2356deae78148334054ab,1,1,0.113597,0.0072,BP04_12MP_NL_JPEG.mat,0,5059.7
01 (6)_5.jpg,a99e36b203f71dc00e45fcc854c8f6b056aab3b2902418ebe7ab1f5d766c99a0,,0,0.005867,0.0072,,,4339.9
01 (6)_6.jpg,4b7581597308cbda4e058fc43cbc7b9b6e208775802eed29259a945168dee4a7,,1,0.099383,0.0072,BP04_12MP_NL_JPEG.mat,0,4390.4
01 (7).jpg,c4f074ad0cc921d44ce75fd925572cc556a4722a3672e63674056ef425b45b60,1,0,0.001141,0.0072,,,5260.4
01 (7)_1.jpg,da317305da269cd56fcc79e04603bc6c101e8bcd75751c68bbd6d24457bca07b,1,0,0.001589,0.0072,,,6690.8
01 (7)_2.jpg,46aeea40c0330423242c76225d8a6d15f5e4d794f9575bcd1b0b3f85f52fdb51,1,0,0.001031,0.0072,,,6847.3
01 (7)_3.jpg,78b48ee791c208c68f07d50f12f97891db83b1aea91582d77d1b0747df6baaaa,1,0,0.000801,0.0072,,,7540.3
01 (7)_4.jpg,9e4367fcf18b6cd92b0be6fe7c6209d3bd7eb371a13d3398eba72e0d706e552c,1,1,0.134492,0.0072,BP04_12MP_NL_JPEG.mat,0,4684.5
01 (7)_5.jpg,d2ffb7286e233dac757360763ac613d9967f0f12f6e5ec3ede19331938ebc26d,,0,0.007124,0.0072,,,4453.3
01 (7)_6.jpg,49277868e2e65908c4919f9c4af439ad2d4983f7a6149e38c819f8a6068dc7fa,,1,0.137212,0.0072,BP04_12MP_NL_JPEG.mat,0,4631.9
01 (8).jpg,d3f57d0412a510f214e3533f80426ffc79381bd96d88824921ba36d0f1d437b6,1,0,0.001036,0.0072,,,7407.5
01 (8)_1.jpg,0911e5671342618e6533d6867fd51101b01a4c515c633a2b04a31c429d8ce9e7,1,0,0.001148,0.0072,,,5672.6
01 (8)_2.jpg,70d8f961408d6c1008d9f5bdb8f65e3c5944c1cc218b29297f6345e6dced85b1,1,0,0.001002,0.0072,,,5647.5
01 (8)_3.jpg,e444dcf6791ea148e6d629ad394e6bdc8160ad2be7eb58c215adb8f522e70cdb,1,0,0.000823,0.0072,,,5254.3
01 (8)_4.jpg,8d0015acce1e2482a7f83ebd1076a7c136950ef81add784e6117ec334bb76d5d,1,1,0.071732,0.0072,BP04_12MP_NL_JPEG.mat,0,6674.3
01 (8)_5.jpg,6fd494f49f4f8d3772cb08a634b93a4cf7f53efb1f653bdcf2f7c68ae50ac110,,1,0.049017,0.0072,BP04_12MP_NL_JPEG.mat,0,4396.4
01 (8)_6.jpg,9bfb35a429ccfee0b549d8147535dd81016a026e5157b5d6c7d1d9918381c11f,,1,0.116835,0.0072,BP04_12MP_NL_JPEG.mat,0,4593.2
01 (9.0).jpg,6405c5278320c9258608daf40402dfdb80b51443ae37fd3355d13bb43e998b1b,1,0,0.001156,0.0072,,,4846.9
01 (9.0)_1.jpg,8c144eb687ff6ee2b825eead6eaa971a5062565c51d09efb017418fa0846e7c4,1,0,0.0021,0.0072,,,5298.5
01 (9.0)_2.jpg,abcf4ebbc4672b68abb5cd01d4d0a382b2a56a357b1af4cf9f4c1a17fbab35a8,1,0,0.000725,0.0072,,,6345.2
01 (9.0)_3.jpg,fbb6545f38193e26dc78647953cb8412c6bc8726c4d37a6f995a8951bca5841b,1,0,0.001189,0.0072,,,6561.3
01 (9.0)_4.jpg,f338d792c838f99514d7bcfdfeebff890474ca98469c89e66cc989a931cc3eef,1,1,0.066619,0.0072,BP04_12MP_NL_JPEG.mat,0,4955.4
01 (9.0)_5.jpg,bacc5e70b5d46910af5b3f0a8809202e2c050b53d2c186d83616fbf7ac0ca67d,,1,0.062105,0.0072,BP04_12MP_NL_JPEG.mat,0,4675.6
01 (9.0)_6.jpg,4b4c55d579683fa6bf07dfb3a22698b7ad6ee9d165ddea6f3d260b8a6248ef74,,1,0.25483,0.0072,BP04_12MP_NL_JPEG.mat,0,5294.6
01 (9.1).jpg,acfda08f4e1688ae10ba74fec78cb72b1ad34fc5089f3a530f853217c099def2,1,0,0.001088,0.0072,,,5005.1
01 (9.1)_1.jpg,dd14db98b597c4a8f8c89ee04cf4a41e17a3944e0156bd3e6bc2cbfb5c0fa623,1,0,0.002271,0.0072,,,5333.5
01 (9.1)_2.jpg,47287395e3452d16be66d816e6cc1600996aac34261a070f08c098e752d81c05,1,0,0.000722,0.0072,,,7055.8
01 (9.1)_3.jpg,2cc6a0348158b9a14029b90eb2d11dad0f12b2ae9802ee4e7b7a51642c0810f7,1,0,0.001321,0.0072,,,5809.2
01 (9.1)_4.jpg,e482d48dceb264d24f2f5a4c37210a980285180410a488c73acf5b479d576355,1,1,0.194227,0.0072,BP04_12MP_NL_JPEG.mat,0,5004.5
01 (9.1)_5.jpg,e2b1df1fe19b2945848375c85fe6d5272a5a3ae9f5422f068a90734f30161ad4,,1,0.098929,0.0072,BP04_12MP_NL_JPEG.mat,0,4505.4
01 (9.1)_6.jpg,f24491d025580aafb358b28ca0c4de5367219a51bf1498470039c77ff4808bd9,,1,0.062089,0.0072,BP04_12MP_NL_JPEG.mat,0,5874.7
PORTRAIT_0050_20170718_104704_950.jpg,59f70fe11d048c16a92860a7bfc3c48bed0286d9a43ace2a3f9e84aa4eb0c608,1,0,0.00095,0.0072,,,8452.7
PORTRAIT_0050_20170719_142756_707.jpg,60c594d4beb00e7c3d49aa409ad1222f8b4d87fa5a336ce895469d75188d74a0,1,0,0.00106,0.0072,,,7575.8
PORTRAIT_0050_20170725_182616_746.jpg,3d173348450bea7b953d2fb00492935402a47247a132b52e4af3627a9937b62c,1,0,0.00096,0.0072,,,6987.9
PORTRAIT_0050_20170725_185728_022.jpg,1987a1a778c78585ba7d6c1af21f9714462283ca9df9e00c4c2340a6521de0ac,1,0,0.001065,0.0072,,,8913.0
PORTRAIT_0050_20170806_163412_637.jpg,ca2f4c441e446ae00c31c8ea315e611f48569afdbdea576094bdeb262a28b52b,1,0,0.0017,0.0072,,,6347.6
PORTRAIT_0050_20170809_154004_802.jpg,0dbe06797fcfbc57ccc3f9afbb6b4749aa73c733cb36f3fe3d11fa24079843ee,1,0,0.001839,0.0072,,,5951.8
PORTRAIT_0181_20170715_124004_796.jpg,2bb84a7dae686a8dc9bea1c98029614111a2a1d293c349ea198ad186067f3af3,1,0,0.001373,0.0072,,,6731.9
PORTRAIT_0222_20170812_202647_946.jpg,bde72e231c7da54a60a2c506f7630ea32d4bc18c4ca7463390bca35c01de138c,1,0,0.000762,0.0072,,,7436.6
PORTRAIT_0289_20170809_100620_690.jpg,6528ce10ea5b88b088da311e2272b34f43b14b38b0ddbdc7cb49a5d7190a589d,1,0,0.001566,0.0072,,,8726.1
PORTRAIT_0508_20170823_165159_189.jpg,443e47af05a987838d52b72b23e5d10a835f060ff7c77850af7344e2fd665d43,1,0,0.001034,0.0072,,,7049.9
PORTRAIT_0578_20170810_204504_835.jpg,a9e2c6328feb0a46214fc927d2000a5410315432cdaadd32405a3c0e21fa9020,1,0,0.001396,0.0072,,,5317.5
PORTRAIT_0578_20170817_153638_385.jpg,c381245243b6e9e8b4c285ddefb30cdb5e680a0c30d009196d427ae5fa229adf,1,0,0.001266,0.0072,,,5442.1
PORTRAIT_0578_20170817_173638_329.jpg,a53872d232a51bedefe93fd7b10293457080fb3615ca30578d65710ff877e471,1,0,0.000793,0.0072,,,9401.2
PORTRAIT_5702_20170819_133222_151.jpg,8a153fe60d39660fcc1df80a12e620afdb62f17648716d101c88c03cf3ae794c,1,0,0.000972,0.0072,,,5939.5
PORTRAIT_5702_20170831_121406_392.jpg,4cefcad7264a982416331ddadc894a06b110b8a11e85a6a043385a56084609f9,1,0,0.001089,0.0072,,,6111.8
PORTRAIT_5702_20170910_123953_906.jpg,cb25110f2253f96fb1e9e56a221a5cdcb4298256f96f2bd476d0db93faac2210,1,0,0.001096,0.0072,,,6472.6
PORTRAIT_5702_20170910_124847_196.jpg,cdcb845149e143b306a2645046e7ca93f5d0a5357a0b202203ed5894ea09c95f,1,0,0.000964,0.0072,,,7401.3
img_338651249.jpg,b446e7c2b632d8e64c913ca522025c35dc20edf9446760afd90b9f79709109ff,1,0,0.001648,0.0072,,,6998.3
