filename,image_size,sha256,label,pred_label,rho,beta,bp_ref,rotation_k,latency_ms
00100dPORTRAIT_00100_BURST20171014234026160_COVER.jpg,756x1008,401f847fd3b058d8ddab52d0123a7a6a79f2da380bc00cd71fe9663dbe54ad13,1,,0.002448,0.0072,BP08_12MP_NL_JPEG.mat,3,1807.5
01 (1).jpg,756x1008,62f5a806cf986cbd3a984fd89e453b20ca291a3ca8c9e7f016a2cc3433b13cc3,1,,0.002729,0.0072,BP06_12MP_NL_HEIC.mat,3,1789.7
01 (1)_1.jpg,756x1008,f60139e16db7f33145ac5c97629f3c01928734d35e712431cdcc1cb78029d7c4,1,,0.003839,0.0072,BP03_12MP_NL_JPEG.mat,2,1702.8
01 (1)_2.jpg,756x1008,89a0adc24e11c5e79f45db00c79d3c13317ca1a5fcc69c485df6e44171830070,1,,0.003931,0.0072,BP05_12MP_SLM_HEIC.mat,3,1416.7
01 (1)_3.jpg,756x1008,c2ab9145c51ea49730713a5609fa0d700b258c122f0655bba4f89ea1be8bd6f8,1,,0.004611,0.0072,BP06_12MP_SLM_HEIC.mat,2,1444.4
01 (1)_4.jpg,1008x756,d66b9b29c8f371fe33343da1ddcd246add670d7f7724a69551184dbd3a38d1fc,1,,0.01152,0.0072,BP04_12MP_NL_JPEG.mat,0,1729.5
01 (1)_5.jpg,1008x756,098c8337e49a07d5a54993abc386e9e227b6ba26b5d052ffeb62f200b07f0d67,,,0.012482,0.0072,BP04_12MP_NL_JPEG.mat,0,1690.9
01 (1)_6.jpg,1008x756,fa6457217de843d4fd2dc564cf9589f7bc749fa1645698f6e13492aa5dc9cc59,,,0.013341,0.0072,BP04_12MP_NL_JPEG.mat,0,1511.6
01 (2).jpg,756x1008,b37cc22d8e988759d5b875d11b5488191f93de423ec47bd8d4afdf6af8c830f9,1,,0.002087,0.0072,BP02_12MP_NL_JPEG.mat,2,1534.8
01 (2)_1.jpg,756x1008,b57a513306221a2ff6997969e538d8c371376f808909e59085d61569574a491b,1,,0.001721,0.0072,BP05_12MP_SLM_HEIC.mat,3,1698.5
01 (2)_2.jpg,756x1008,999273c293705c10aafcde8c83f4e4e78683e3e8c112c631e4f28a70761fc512,1,,0.004963,0.0072,BP05_12MP_SLM_HEIC.mat,3,1937.4
01 (2)_3.jpg,756x1008,c971ea096c561e72755c4c63f63ee8edf30fb310eb212e95f2a9aa4b0c0672ef,1,,0.001156,0.0072,BP01_12MP_NL_JPEG.mat,1,1758.8
01 (2)_4.jpg,1008x756,ff7d8f5c7166a096948463b3bf9eda3d50c7f1f914b516015552fc3549c8232d,1,,0.013902,0.0072,BP04_12MP_NL_JPEG.mat,0,1778.3
01 (2)_5.jpg,1008x756,c1bcc5231e1d21e3965fc002445703b2eafa913942146adbb5abbc02495a87b6,,,0.025748,0.0072,BP04_12MP_NL_JPEG.mat,0,1731.3
01 (2)_6.jpg,1008x756,648ad3ac9aee1b43017da14249097c4a091ecf6558bdc8eb8544bdf37e350d41,,,0.043905,0.0072,BP04_12MP_NL_JPEG.mat,0,1698.3
01 (3).jpg,756x1008,d530e9e5572f3271501da5696367eb7cac7ebdbf23228ba34ef4ad190d76f6c0,1,,0.002162,0.0072,BP06_12MP_NL_HEIC.mat,2,1996.4
01 (3)_1.jpg,756x1008,01b5b6245f7487647c518084b2ff9cf053cea69d62e4e4b636700197dc77899f,1,,0.002132,0.0072,BP01_12MP_NL_JPEG.mat,0,1904.0
01 (3)_2.jpg,756x1008,02a6d84d65bf0c9a2807a35149cb630e34b76005b5f7d613eeb11b1249efe07d,1,,0.001967,0.0072,BP08_12MP_NL_JPEG.mat,3,1898.7
01 (3)_3.jpg,756x1008,764aa2dcfb8711da31d7e3259def67cd768842d35612d82dce497dc2ca2cdc11,1,,0.002278,0.0072,BP08_12MP_NL_JPEG.mat,3,2011.5
01 (3)_4.jpg,1008x756,77778dbf2672056e80a8235eb58a5cd4b62331fef25373f8f439df4a2fee9405,1,,0.008416,0.0072,BP04_12MP_NL_JPEG.mat,0,1936.7
01 (3)_5.jpg,1008x756,6b8ba0bbfe08a5801f0028b9a2d818ec36fa653e8315aaace7cdcaaec4c205d0,,,0.002979,0.0072,BP04_12MP_NL_JPEG.mat,0,1971.5
01 (3)_6.jpg,1008x756,d6fb35aad9210be008a20f18b80dbbb6239eea54a531ddcfbf5a9e9c0f1d7ac7,,,0.008894,0.0072,BP04_12MP_NL_JPEG.mat,0,1804.2
01 (4).jpg,756x1008,0690f06ab4d780016ea927f38d2d7438aa9fd39db10523177e7305b1a7318614,1,,0.00279,0.0072,BP03_12MP_NL_JPEG.mat,0,1803.1
01 (4)_1.jpg,756x1008,79617d0129b2adc0c9cd999be9306bbad10e3ee0a952e55ced212d5e5aa57667,1,,0.002499,0.0072,BP06_12MP_SLM_HEIC.mat,0,1617.5
01 (4)_2.jpg,756x1008,2f9766f8adf328ba22d0126d7df2595d76a8f6aa8ba2c7126a3d4ab49b0433c0,1,,0.003141,0.0072,BP08_12MP_NL_JPEG.mat,1,1535.6
01 (4)_3.jpg,756x1008,72ebcbf8e5cebf0002e7669e05c85ec725013f7cc06457ca9780770117fad5d0,1,,0.001809,0.0072,BP08_12MP_NL_JPEG.mat,1,1863.9
01 (4)_4.jpg,1008x756,92ec7aeedcb99fd12ee13cb6de265c4e8e56ed2f76da2e5b06e38629e7be1d6b,1,,0.020012,0.0072,BP04_12MP_NL_JPEG.mat,0,1768.4
01 (4)_5.jpg,1008x756,2a621b74b1023f8938ce34ba9532e56dba04251a8628f1dfdee0312804fa8116,,,0.003403,0.0072,BP06_12MP_NL_HEIC.mat,1,1703.2
01 (4)_6.jpg,1008x756,fb934d98fbd7b02e842863983aca33c64d79b7527321e388ebb9d7535792d5e8,,,0.050017,0.0072,BP04_12MP_NL_JPEG.mat,0,1868.8
01 (5).jpg,756x1008,299a2a5033f0cda892b9130085820f136ecf1597f696941f83f118eab13ea748,1,,0.002627,0.0072,BP06_12MP_NL_HEIC.mat,2,1626.3
01 (5)_1.jpg,756x1008,cc2773c243cd9bb767e9a9e3ae3a3c104314b72c54f02b7d0a1815815154a0df,1,,0.001493,0.0072,BP03_12MP_NL_JPEG.mat,2,1510.4
01 (5)_2.jpg,756x1008,685d8c62913a22b3db09ac9e34e869dd2c5b0599c482721d7f7d274b9b15fb65,1,,0.002972,0.0072,BP06_12MP_NL_HEIC.mat,3,1747.3
01 (5)_3.jpg,756x1008,419ebb315f972cc88780d0831740799aadb70d0b8124c6b1bc4060f1e6566661,1,,0.001773,0.0072,BP03_12MP_NL_JPEG.mat,2,3063.5
01 (5)_4.jpg,1008x756,3fdda8a8eb4e9ebb92856c72dac1b714b75820f3c9462c041344dee3fc418e32,1,,0.010423,0.0072,BP04_12MP_NL_JPEG.mat,0,1377.4
01 (5)_5.jpg,1008x756,c9887f82ecf5b844179e6b87658ea22b79c7b9b2ba25529e11fc9152651bce87,,,0.003957,0.0072,BP04_12MP_NL_JPEG.mat,0,1765.0
01 (5)_6.jpg,1008x756,a41be45eefa27de0b801443dcf7d3b734cd534e3e2a495ca7c132884ecd686ad,,,0.022032,0.0072,BP04_12MP_NL_JPEG.mat,0,1776.8
01 (6).jpg,756x1008,70c24deeba139dd236778169fa099b636d8959782d2861166d403c22aa54a21e,1,,0.002932,0.0072,BP03_12MP_NL_JPEG.mat,0,1869.8
01 (6)_1.jpg,756x1008,f2e7db7b46a1b82d31feca5979a1a7659e899754f197969cceffd91182e57f6c,1,,0.003017,0.0072,BP08_12MP_NL_JPEG.mat,0,1767.0
01 (6)_2.jpg,756x1008,5496441f530de7c2035feb62fb8ffb88b088cc6e0aad9f928711123243be7497,1,,0.004484,0.0072,BP05_12MP_SLM_HEIC.mat,1,1393.8
01 (6)_3.jpg,756x1008,c2babf18d48a7cef25ede254253372f82e2eb41e696318d1160a83eec89aa40d,1,,0.001424,0.0072,BP08_12MP_NL_JPEG.mat,2,1601.1
01 (6)_4.jpg,1008x756,1934edb710281de7f05d6e67b68fc264cd9d6716981d0ed070f724a6fcacc519,1,,0.019658,0.0072,BP04_12MP_NL_JPEG.mat,0,1655.7
01 (6)_5.jpg,1008x756,49a4e4a8a960a1a6974e3abab847e4a5ef8ca5edb6676e63f8a69a32e4804656,,,0.002058,0.0072,BP04_12MP_NL_JPEG.mat,0,1651.7
01 (6)_6.jpg,1008x756,6dd761ea713d3506b8c5f40a810eb641656f7fd8cdc53751c09ad628da0ed27d,,,0.021506,0.0072,BP04_12MP_NL_JPEG.mat,0,1692.4
01 (7).jpg,756x1008,d5f7c23c14c8f8e36ef681f946c65ecc5d3eb8fa48041a7389388ee489ea0aa1,1,,0.002295,0.0072,BP06_12MP_SLM_HEIC.mat,2,1481.9
01 (7)_1.jpg,756x1008,f557ce32a75add0322d330da0880a078ccc1718cadd2908509342f441913dee7,1,,0.002371,0.0072,BP04_12MP_NL_JPEG.mat,1,1714.2
01 (7)_2.jpg,756x1008,9089d17cda250c89a0a6f50cecee2b81e855069460a9bb6d2780e9796a2c0d0d,1,,0.005511,0.0072,BP03_12MP_NL_JPEG.mat,2,1674.9
01 (7)_3.jpg,756x1008,47193d7a8af561401524dda2042e21f04ea7313a1849ca70e9f40fa1ee1280fd,1,,0.001719,0.0072,BP05_12MP_SLM_HEIC.mat,3,1665.9
01 (7)_4.jpg,1008x756,88fe78ee74049306f0b35ca1cdb6e411cb0da76f1d859c4a3a1d9e4d1ede275f,1,,0.025445,0.0072,BP04_12MP_NL_JPEG.mat,0,1487.3
01 (7)_5.jpg,1008x756,530f74dd66e231079fb70855aea3bd5098451507d19a89b1f24f8d6737695a29,,,0.002881,0.0072,BP04_12MP_NL_JPEG.mat,0,1440.2
01 (7)_6.jpg,1008x756,5cd3c72b8c7cabda8f7a91f138d278f9cd070d34c86376aab38da1c839570f3c,,,0.020781,0.0072,BP04_12MP_NL_JPEG.mat,0,1678.1
01 (8).jpg,756x1008,07a8b30fd6f2a0356086a7efc0f87fdec57e6d053b6cf18ba862e02328f88153,1,,0.002284,0.0072,BP05_12MP_SLM_HEIC.mat,2,1784.4
01 (8)_1.jpg,756x1008,42c3902f216238050380981076a6113792f7db3e15388497aafff9421abdf3d6,1,,0.002905,0.0072,BP03_12MP_NL_JPEG.mat,2,3084.0
01 (8)_2.jpg,756x1008,28219f6d1af0888840ad68a29e72aa6ecb27154a2fafe1ae33cb27855a94c58d,1,,0.002914,0.0072,BP01_12MP_NL_JPEG.mat,0,1717.4
01 (8)_3.jpg,756x1008,95aa73940863c3597b0ea9dd2349ddbefb0638368ee5e6391b997163b7c4cc03,1,,0.00172,0.0072,BP04_12MP_NL_JPEG.mat,1,1799.3
01 (8)_4.jpg,1008x756,cd40dc7dbcc3356555372026f5bb7975a717739d37effe2865b5496605cabeba,1,,0.010027,0.0072,BP04_12MP_NL_JPEG.mat,0,1871.5
01 (8)_5.jpg,1008x756,4a3b50dab882327e63614712f69405bf81a9ca1747032c7bc2315932972b9695,,,0.012133,0.0072,BP04_12MP_NL_JPEG.mat,0,1785.2
01 (8)_6.jpg,1008x756,ec85c3e49d9cd9a5097b8de389778f2a126e54c10e34ff15b1182c6eb59b07fc,,,0.040981,0.0072,BP04_12MP_NL_JPEG.mat,0,1679.8
01 (9.0).jpg,756x1008,ac98cfee9b8046ff0e4dc39d34a3d6b7408e6d838c653ef424c495439271b994,1,,0.002306,0.0072,BP01_12MP_NL_JPEG.mat,0,1492.1
01 (9.0)_1.jpg,756x1008,d60a3057ee9ff7a5049114d09fbf10bedf340b33ad9a4844b516c31f73f18375,1,,0.003477,0.0072,BP03_12MP_NL_JPEG.mat,0,1813.8
01 (9.0)_2.jpg,756x1008,13c0e86031e4d3ed62e60f5e8e066e75d9b9baf92df7f23e5e90293da7c37cfa,1,,0.002011,0.0072,BP08_12MP_NL_JPEG.mat,3,1823.0
01 (9.0)_3.jpg,756x1008,3270ebd3bc34d7db6643d76ff31b2b98444aa8a01b3168f4e75d54bcaa696812,1,,0.002225,0.0072,BP06_12MP_NL_HEIC.mat,0,2119.1
01 (9.0)_4.jpg,1008x756,b96df625eda8755de186073386e9cef364f081edff642a30535303cd24932166,1,,0.007194,0.0072,BP04_12MP_NL_JPEG.mat,0,1873.4
01 (9.0)_5.jpg,1008x756,280f6d13bea49a2ec6bf92b3dcb9798d53594e2988e3c82c3f50b36de28065fd,,,0.008022,0.0072,BP04_12MP_NL_JPEG.mat,0,1812.8
01 (9.0)_6.jpg,1008x756,9b9da52ca9f2183fd94430c44c94f1ed3378eced1045dad60e0a404dd943cd57,,,0.034718,0.0072,BP04_12MP_NL_JPEG.mat,0,1663.4
01 (9.1).jpg,756x1008,06b66aeeb06eb9e49982e655a8636e2dfa77127bee6918b0638ec56f4ccac1a3,1,,0.0019,0.0072,BP01_12MP_NL_JPEG.mat,1,1627.7
01 (9.1)_1.jpg,756x1008,ee989833c52d71b5bfd1f587fd24a2d3ac78341977eed4ee6ff3981b2eca2e43,1,,0.002385,0.0072,BP06_12MP_SLM_HEIC.mat,2,1600.9
01 (9.1)_2.jpg,756x1008,5652d4cf1538d4ed8c283b479e353a6257fa4b5c1f663e5fca767a453797fa61,1,,0.001378,0.0072,BP02_12MP_NL_JPEG.mat,2,1871.2
01 (9.1)_3.jpg,756x1008,55cf1ec08dd48e54281e18ac7b3de9f8c9d82c0f370e74dbffecd3dc72973e95,1,,0.002007,0.0072,BP05_12MP_SLM_HEIC.mat,1,3206.6
01 (9.1)_4.jpg,1008x756,14444c1b67c8e135c052f1ec2dfd790c028f97e6f2d04538ad2f3c38337552b6,1,,0.043957,0.0072,BP04_12MP_NL_JPEG.mat,0,1634.9
01 (9.1)_5.jpg,1008x756,e3f4223c28c55491ae2a245eae306214c952a5552bc0d02f839cd9bedd828639,,,0.014112,0.0072,BP04_12MP_NL_JPEG.mat,0,1537.6
01 (9.1)_6.jpg,1008x756,7aba84bb8d0b4c94b9bdbad552bd1ed68a2e2bac97c018d8c0ca90138ceba696,,,0.009547,0.0072,BP04_12MP_NL_JPEG.mat,0,1880.5
PORTRAIT_0050_20170718_104704_950.jpg,756x1008,a35ebdd53cae445a3a7104041fc87fb25ba4cfa0e3c0ed2d171b3f61d8a86d3f,1,,0.003319,0.0072,BP06_12MP_NL_HEIC.mat,2,1760.4
PORTRAIT_0050_20170719_142756_707.jpg,756x1008,d7997b201446bab7591687b69469923d1b4840af3e9ee758e68d4bed7ad3c32f,1,,0.002725,0.0072,BP08_12MP_NL_JPEG.mat,0,2040.9
PORTRAIT_0050_20170725_182616_746.jpg,756x1008,1fa74c2c9bae3be8e0c9a1c62c55ebe0b97f04c96516918f3682d769767bab13,1,,0.001967,0.0072,BP06_12MP_SLM_HEIC.mat,3,1951.1
PORTRAIT_0050_20170725_185728_022.jpg,756x1008,a0fec710acef0a79f9a6941f92ef6abb53ec3e7c833219ddbcc0fcd4f8de8742,1,,0.002263,0.0072,BP06_12MP_NL_HEIC.mat,2,1735.2
PORTRAIT_0050_20170806_163412_637.jpg,756x1008,4a3712214232b09e22181ac3fd9584be4ed74be6ad7bfd653efd71c8f12ff51c,1,,0.002523,0.0072,BP05_12MP_SLM_HEIC.mat,0,1799.7
PORTRAIT_0050_20170809_154004_802.jpg,756x1008,c7823e6b095155d9701dc20878c4f6d378590dc4447be0a46dea92dced1098fd,1,,0.002006,0.0072,BP06_12MP_SLM_HEIC.mat,3,1582.5
PORTRAIT_0181_20170715_124004_796.jpg,756x1008,5f47976b6ab8d5d06503e4ab0d2d99bfaa062dcfbd3f3230186347572b2bad53,1,,0.00176,0.0072,BP06_12MP_SLM_HEIC.mat,1,1857.5
PORTRAIT_0222_20170812_202647_946.jpg,756x1008,52ef1348f4cec7409c4ce1b5dfac8113e28039871697cb4eb0340c7e202a49d7,1,,0.002047,0.0072,BP05_12MP_SLM_HEIC.mat,3,1899.1
PORTRAIT_0289_20170809_100620_690.jpg,756x1008,1a4feeb1caf5ebef4f4dcc5857dc158d3f01c1b7a8c6d1f47792f56fc33c1614,1,,0.0019,0.0072,BP01_12MP_NL_JPEG.mat,0,1880.5
PORTRAIT_0508_20170823_165159_189.jpg,756x1008,4ae825f31d07a380651a5dc215ef46cb2f39eb735678f06a0c10355e9cee7168,1,,0.003758,0.0072,BP05_12MP_SLM_HEIC.mat,2,1895.2
PORTRAIT_0578_20170810_204504_835.jpg,756x1008,633c4847ed5279b8d8c6607a3d0f9ed425ba88dff1b8a0cc265609d6e172ff36,1,,0.002605,0.0072,BP06_12MP_NL_HEIC.mat,0,1687.5
PORTRAIT_0578_20170817_153638_385.jpg,756x1008,080189c70b712cdf3b8dd3870462439d681d1c4f61e4b9f0cbf36863efc4cfc8,1,,0.002574,0.0072,BP06_12MP_NL_HEIC.mat,2,1985.3
PORTRAIT_0578_20170817_173638_329.jpg,756x1008,b5080c467e33c8ba830bcaafd51411ed3b3053a81e8486dad02986d48c678478,1,,0.001546,0.0072,BP04_12MP_NL_JPEG.mat,3,1602.2
PORTRAIT_5702_20170819_133222_151.jpg,756x1008,cb42238885b245bed763628d015a727792c427ad170155c07373a7ef1a09897b,1,,0.001631,0.0072,BP07_12MP_SLM_HEIC.mat,0,2970.7
PORTRAIT_5702_20170831_121406_392.jpg,756x1008,b7828070df724f35a2492020337b12ecf4e0b353c4f15f6fa3cd0d8dc887b844,1,,0.002935,0.0072,BP04_12MP_NL_JPEG.mat,1,1820.3
PORTRAIT_5702_20170910_123953_906.jpg,756x1008,e8f0d3a93722f4d0b2f2d11c7ae2e6d259f47b688446f75367915a777d5aa622,1,,0.004699,0.0072,BP08_12MP_NL_JPEG.mat,1,1779.2
PORTRAIT_5702_20170910_124847_196.jpg,756x1008,bdf769d881061122e8de2f2ec28b00ad9acd83379be1c7c17b11665305d761ef,1,,0.002262,0.0072,BP05_12MP_NL_HEIC.mat,3,1793.9
img_338651249.jpg,1008x756,35a24470dbd8b4dc22af066de738284a937b8b051676c1f7ae2f99d4ac1f71e2,1,,0.003261,0.0072,BP06_12MP_SLM_HEIC.mat,3,1561.3
