filename,label,source,notes
C02/flat/01 (4).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C02;brand=Huawei;model=P20 pro;mode=flat
C02/flat/01 (5).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C02;brand=Huawei;model=P20 pro;mode=flat
C02/nat/01 (1).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C02;brand=Huawei;model=P20 pro;mode=nat
C02/nat/01 (2).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C02;brand=Huawei;model=P20 pro;mode=nat
C02/nat/01 (3).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C02;brand=Huawei;model=P20 pro;mode=nat
C02/nat/01 (4).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C02;brand=Huawei;model=P20 pro;mode=nat
C02/nat/01 (5).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C02;brand=Huawei;model=P20 pro;mode=nat
C02/nat/01 (6).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C02;brand=Huawei;model=P20 pro;mode=nat
C02/nat/01 (7).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C02;brand=Huawei;model=P20 pro;mode=nat
C02/nat/01 (8).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C02;brand=Huawei;model=P20 pro;mode=nat
C02/nat/01 (9.0).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C02;brand=Huawei;model=P20 pro;mode=nat
C02/nat/01 (9.1).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C02;brand=Huawei;model=P20 pro;mode=nat
C03/bokeh/01 (1).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C03;brand=Huawei;model=P20 pro;mode=bokeh
C03/bokeh/01 (2).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C03;brand=Huawei;model=P20 pro;mode=bokeh
C03/bokeh/01 (3).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C03;brand=Huawei;model=P20 pro;mode=bokeh
C03/bokeh/01 (4).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C03;brand=Huawei;model=P20 pro;mode=bokeh
C03/bokeh/01 (5).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C03;brand=Huawei;model=P20 pro;mode=bokeh
C03/bokeh/01 (6).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C03;brand=Huawei;model=P20 pro;mode=bokeh
C03/bokeh/01 (7).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C03;brand=Huawei;model=P20 pro;mode=bokeh
C03/bokeh/01 (8).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C03;brand=Huawei;model=P20 pro;mode=bokeh
C03/bokeh/01 (9.0).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C03;brand=Huawei;model=P20 pro;mode=bokeh
C03/bokeh/01 (9.1).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C03;brand=Huawei;model=P20 pro;mode=bokeh
C03/flat/01 (1).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C03;brand=Huawei;model=P20 pro;mode=flat
C03/flat/01 (2).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C03;brand=Huawei;model=P20 pro;mode=flat
C03/flat/01 (3).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C03;brand=Huawei;model=P20 pro;mode=flat
C03/flat/01 (4).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C03;brand=Huawei;model=P20 pro;mode=flat
C03/flat/01 (5).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C03;brand=Huawei;model=P20 pro;mode=flat
C03/nat/01 (1).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C03;brand=Huawei;model=P20 pro;mode=nat
C03/nat/01 (2).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C03;brand=Huawei;model=P20 pro;mode=nat
C03/nat/01 (3).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C03;brand=Huawei;model=P20 pro;mode=nat
C03/nat/01 (4).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C03;brand=Huawei;model=P20 pro;mode=nat
C03/nat/01 (5).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C03;brand=Huawei;model=P20 pro;mode=nat
C03/nat/01 (6).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C03;brand=Huawei;model=P20 pro;mode=nat
C03/nat/01 (7).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C03;brand=Huawei;model=P20 pro;mode=nat
C03/nat/01 (8).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C03;brand=Huawei;model=P20 pro;mode=nat
C03/nat/01 (9.0).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C03;brand=Huawei;model=P20 pro;mode=nat
C03/nat/01 (9.1).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C03;brand=Huawei;model=P20 pro;mode=nat
C04/bokeh/01 (1).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C04;brand=Huawei;model=P20 pro;mode=bokeh
C04/bokeh/01 (2).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C04;brand=Huawei;model=P20 pro;mode=bokeh
C04/bokeh/01 (3).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C04;brand=Huawei;model=P20 pro;mode=bokeh
C04/bokeh/01 (4).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C04;brand=Huawei;model=P20 pro;mode=bokeh
C04/bokeh/01 (5).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C04;brand=Huawei;model=P20 pro;mode=bokeh
C04/bokeh/01 (6).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C04;brand=Huawei;model=P20 pro;mode=bokeh
C04/bokeh/01 (7).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C04;brand=Huawei;model=P20 pro;mode=bokeh
C04/bokeh/01 (8).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C04;brand=Huawei;model=P20 pro;mode=bokeh
C04/bokeh/01 (9.0).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C04;brand=Huawei;model=P20 pro;mode=bokeh
C04/bokeh/01 (9.1).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C04;brand=Huawei;model=P20 pro;mode=bokeh
C04/flat/01 (1).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C04;brand=Huawei;model=P20 pro;mode=flat
C04/flat/01 (2).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C04;brand=Huawei;model=P20 pro;mode=flat
C04/flat/01 (3).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C04;brand=Huawei;model=P20 pro;mode=flat
C04/flat/01 (4).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C04;brand=Huawei;model=P20 pro;mode=flat
C04/flat/01 (5).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C04;brand=Huawei;model=P20 pro;mode=flat
C04/nat/01 (1).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C04;brand=Huawei;model=P20 pro;mode=nat
C04/nat/01 (2).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C04;brand=Huawei;model=P20 pro;mode=nat
C04/nat/01 (3).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C04;brand=Huawei;model=P20 pro;mode=nat
C04/nat/01 (4).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C04;brand=Huawei;model=P20 pro;mode=nat
C04/nat/01 (5).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C04;brand=Huawei;model=P20 pro;mode=nat
C04/nat/01 (6).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C04;brand=Huawei;model=P20 pro;mode=nat
C04/nat/01 (7).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C04;brand=Huawei;model=P20 pro;mode=nat
C04/nat/01 (8).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C04;brand=Huawei;model=P20 pro;mode=nat
C04/nat/01 (9.0).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C04;brand=Huawei;model=P20 pro;mode=nat
C04/nat/01 (9.1).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C04;brand=Huawei;model=P20 pro;mode=nat
C05/bokeh/01 (1).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C05;brand=Huawei;model=P Smart 2019;mode=bokeh
C05/bokeh/01 (2).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C05;brand=Huawei;model=P Smart 2019;mode=bokeh
C05/bokeh/01 (3).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C05;brand=Huawei;model=P Smart 2019;mode=bokeh
C05/bokeh/01 (4).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C05;brand=Huawei;model=P Smart 2019;mode=bokeh
C05/bokeh/01 (5).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C05;brand=Huawei;model=P Smart 2019;mode=bokeh
C05/bokeh/01 (6).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C05;brand=Huawei;model=P Smart 2019;mode=bokeh
C05/bokeh/01 (7).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C05;brand=Huawei;model=P Smart 2019;mode=bokeh
C05/bokeh/01 (8).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C05;brand=Huawei;model=P Smart 2019;mode=bokeh
C05/bokeh/01 (9.0).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C05;brand=Huawei;model=P Smart 2019;mode=bokeh
C05/bokeh/01 (9.1).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C05;brand=Huawei;model=P Smart 2019;mode=bokeh
C05/flat/01 (1).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C05;brand=Huawei;model=P Smart 2019;mode=flat
C05/flat/01 (2).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C05;brand=Huawei;model=P Smart 2019;mode=flat
C05/flat/01 (3).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C05;brand=Huawei;model=P Smart 2019;mode=flat
C05/flat/01 (4).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C05;brand=Huawei;model=P Smart 2019;mode=flat
C05/flat/01 (5).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C05;brand=Huawei;model=P Smart 2019;mode=flat
C05/nat/01 (1).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C05;brand=Huawei;model=P Smart 2019;mode=nat
C05/nat/01 (2).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C05;brand=Huawei;model=P Smart 2019;mode=nat
C05/nat/01 (3).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C05;brand=Huawei;model=P Smart 2019;mode=nat
C05/nat/01 (4).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C05;brand=Huawei;model=P Smart 2019;mode=nat
C05/nat/01 (5).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C05;brand=Huawei;model=P Smart 2019;mode=nat
C05/nat/01 (6).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C05;brand=Huawei;model=P Smart 2019;mode=nat
C05/nat/01 (7).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C05;brand=Huawei;model=P Smart 2019;mode=nat
C05/nat/01 (8).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C05;brand=Huawei;model=P Smart 2019;mode=nat
C05/nat/01 (9.0).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C05;brand=Huawei;model=P Smart 2019;mode=nat
C05/nat/01 (9.1).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C05;brand=Huawei;model=P Smart 2019;mode=nat
C06/bokeh/01 (1).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C06;brand=Huawei;model=P Smart 2019;mode=bokeh
C06/bokeh/01 (2).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C06;brand=Huawei;model=P Smart 2019;mode=bokeh
C06/bokeh/01 (3).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C06;brand=Huawei;model=P Smart 2019;mode=bokeh
C06/bokeh/01 (4).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C06;brand=Huawei;model=P Smart 2019;mode=bokeh
C06/bokeh/01 (5).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C06;brand=Huawei;model=P Smart 2019;mode=bokeh
C06/bokeh/01 (6).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C06;brand=Huawei;model=P Smart 2019;mode=bokeh
C06/bokeh/01 (7).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C06;brand=Huawei;model=P Smart 2019;mode=bokeh
C06/bokeh/01 (8).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C06;brand=Huawei;model=P Smart 2019;mode=bokeh
C06/bokeh/01 (9.0).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C06;brand=Huawei;model=P Smart 2019;mode=bokeh
C06/bokeh/01 (9.1).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C06;brand=Huawei;model=P Smart 2019;mode=bokeh
C06/flat/01 (1).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C06;brand=Huawei;model=P Smart 2019;mode=flat
C06/flat/01 (2).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C06;brand=Huawei;model=P Smart 2019;mode=flat
C06/flat/01 (3).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C06;brand=Huawei;model=P Smart 2019;mode=flat
C06/flat/01 (4).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C06;brand=Huawei;model=P Smart 2019;mode=flat
C06/flat/01 (5).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C06;brand=Huawei;model=P Smart 2019;mode=flat
C06/nat/01 (1).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C06;brand=Huawei;model=P Smart 2019;mode=nat
C06/nat/01 (2).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C06;brand=Huawei;model=P Smart 2019;mode=nat
C06/nat/01 (3).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C06;brand=Huawei;model=P Smart 2019;mode=nat
C06/nat/01 (4).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C06;brand=Huawei;model=P Smart 2019;mode=nat
C06/nat/01 (5).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C06;brand=Huawei;model=P Smart 2019;mode=nat
C06/nat/01 (6).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C06;brand=Huawei;model=P Smart 2019;mode=nat
C06/nat/01 (7).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C06;brand=Huawei;model=P Smart 2019;mode=nat
C06/nat/01 (8).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C06;brand=Huawei;model=P Smart 2019;mode=nat
C06/nat/01 (9.0).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C06;brand=Huawei;model=P Smart 2019;mode=nat
C06/nat/01 (9.1).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C06;brand=Huawei;model=P Smart 2019;mode=nat
C07/bokeh/01 (1).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C07;brand=Huawei;model=P20 lite;mode=bokeh
C07/bokeh/01 (2).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C07;brand=Huawei;model=P20 lite;mode=bokeh
C07/bokeh/01 (3).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C07;brand=Huawei;model=P20 lite;mode=bokeh
C07/bokeh/01 (4).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C07;brand=Huawei;model=P20 lite;mode=bokeh
C07/bokeh/01 (5).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C07;brand=Huawei;model=P20 lite;mode=bokeh
C07/bokeh/01 (6).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C07;brand=Huawei;model=P20 lite;mode=bokeh
C07/bokeh/01 (7).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C07;brand=Huawei;model=P20 lite;mode=bokeh
C07/bokeh/01 (8).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C07;brand=Huawei;model=P20 lite;mode=bokeh
C07/bokeh/01 (9.0).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C07;brand=Huawei;model=P20 lite;mode=bokeh
C07/bokeh/01 (9.1).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C07;brand=Huawei;model=P20 lite;mode=bokeh
C07/flat/01 (1).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C07;brand=Huawei;model=P20 lite;mode=flat
C07/flat/01 (2).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C07;brand=Huawei;model=P20 lite;mode=flat
C07/flat/01 (3).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C07;brand=Huawei;model=P20 lite;mode=flat
C07/flat/01 (4).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C07;brand=Huawei;model=P20 lite;mode=flat
C07/flat/01 (5).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C07;brand=Huawei;model=P20 lite;mode=flat
C07/nat/01 (1).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C07;brand=Huawei;model=P20 lite;mode=nat
C07/nat/01 (2).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C07;brand=Huawei;model=P20 lite;mode=nat
C07/nat/01 (3).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C07;brand=Huawei;model=P20 lite;mode=nat
C07/nat/01 (4).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C07;brand=Huawei;model=P20 lite;mode=nat
C07/nat/01 (5).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C07;brand=Huawei;model=P20 lite;mode=nat
C07/nat/01 (6).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C07;brand=Huawei;model=P20 lite;mode=nat
C07/nat/01 (7).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C07;brand=Huawei;model=P20 lite;mode=nat
C07/nat/01 (8).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C07;brand=Huawei;model=P20 lite;mode=nat
C07/nat/01 (9.0).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C07;brand=Huawei;model=P20 lite;mode=nat
C07/nat/01 (9.1).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C07;brand=Huawei;model=P20 lite;mode=nat
C08/bokeh/01 (1).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C08;brand=Huawei;model=P20 lite;mode=bokeh
C08/bokeh/01 (2).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C08;brand=Huawei;model=P20 lite;mode=bokeh
C08/bokeh/01 (3).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C08;brand=Huawei;model=P20 lite;mode=bokeh
C08/bokeh/01 (4).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C08;brand=Huawei;model=P20 lite;mode=bokeh
C08/bokeh/01 (5).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C08;brand=Huawei;model=P20 lite;mode=bokeh
C08/bokeh/01 (6).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C08;brand=Huawei;model=P20 lite;mode=bokeh
C08/bokeh/01 (7).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C08;brand=Huawei;model=P20 lite;mode=bokeh
C08/bokeh/01 (8).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C08;brand=Huawei;model=P20 lite;mode=bokeh
C08/bokeh/01 (9.0).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C08;brand=Huawei;model=P20 lite;mode=bokeh
C08/bokeh/01 (9.1).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C08;brand=Huawei;model=P20 lite;mode=bokeh
C08/flat/01 (1).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C08;brand=Huawei;model=P20 lite;mode=flat
C08/flat/01 (2).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C08;brand=Huawei;model=P20 lite;mode=flat
C08/flat/01 (3).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C08;brand=Huawei;model=P20 lite;mode=flat
C08/flat/01 (4).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C08;brand=Huawei;model=P20 lite;mode=flat
C08/flat/01 (5).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C08;brand=Huawei;model=P20 lite;mode=flat
C08/nat/01 (1).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C08;brand=Huawei;model=P20 lite;mode=nat
C08/nat/01 (2).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C08;brand=Huawei;model=P20 lite;mode=nat
C08/nat/01 (3).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C08;brand=Huawei;model=P20 lite;mode=nat
C08/nat/01 (4).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C08;brand=Huawei;model=P20 lite;mode=nat
C08/nat/01 (5).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C08;brand=Huawei;model=P20 lite;mode=nat
C08/nat/01 (6).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C08;brand=Huawei;model=P20 lite;mode=nat
C08/nat/01 (7).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C08;brand=Huawei;model=P20 lite;mode=nat
C08/nat/01 (8).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C08;brand=Huawei;model=P20 lite;mode=nat
C08/nat/01 (9.0).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C08;brand=Huawei;model=P20 lite;mode=nat
C08/nat/01 (9.1).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C08;brand=Huawei;model=P20 lite;mode=nat
C09/bokeh/01 (1).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C09;brand=Huawei;model=P10;mode=bokeh
C09/bokeh/01 (2).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C09;brand=Huawei;model=P10;mode=bokeh
C09/bokeh/01 (3).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C09;brand=Huawei;model=P10;mode=bokeh
C09/bokeh/01 (4).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C09;brand=Huawei;model=P10;mode=bokeh
C09/bokeh/01 (5).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C09;brand=Huawei;model=P10;mode=bokeh
C09/bokeh/01 (6).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C09;brand=Huawei;model=P10;mode=bokeh
C09/bokeh/01 (7).jpg,0,PrnuModernDevices_C01_C18,negative_control;device=C09;brand=Huawei;model=P10;mode=bokeh
