filename,label,source,notes
extracted/D21_iPhone_X/IMG_2458.jpg,1,Official Apple SDNP ZIP - direct released image,Device: D21_iPhone_X | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D21_iPhone_X/IMG_2459.jpg,1,Official Apple SDNP ZIP - direct released image,Device: D21_iPhone_X | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D21_iPhone_X/IMG_2460.jpg,1,Official Apple SDNP ZIP - direct released image,Device: D21_iPhone_X | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D21_iPhone_X/IMG_2461.jpg,1,Official Apple SDNP ZIP - direct released image,Device: D21_iPhone_X | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D21_iPhone_X/IMG_2463.jpg,1,Official Apple SDNP ZIP - direct released image,Device: D21_iPhone_X | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D21_iPhone_X/IMG_2464.jpg,1,Official Apple SDNP ZIP - direct released image,Device: D21_iPhone_X | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D21_iPhone_X/IMG_2465.jpg,1,Official Apple SDNP ZIP - direct released image,Device: D21_iPhone_X | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D34_iPhone_11/IMG_4614.HEIC,1,Official Apple SDNP ZIP - direct released image,Device: D34_iPhone_11 | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D34_iPhone_11/IMG_4615.HEIC,1,Official Apple SDNP ZIP - direct released image,Device: D34_iPhone_11 | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D34_iPhone_11/IMG_4616.HEIC,1,Official Apple SDNP ZIP - direct released image,Device: D34_iPhone_11 | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D34_iPhone_11/IMG_4617.HEIC,1,Official Apple SDNP ZIP - direct released image,Device: D34_iPhone_11 | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D34_iPhone_11/IMG_4618.HEIC,1,Official Apple SDNP ZIP - direct released image,Device: D34_iPhone_11 | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D34_iPhone_11/IMG_4619.HEIC,1,Official Apple SDNP ZIP - direct released image,Device: D34_iPhone_11 | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D34_iPhone_11/IMG_4620.HEIC,1,Official Apple SDNP ZIP - direct released image,Device: D34_iPhone_11 | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D34_iPhone_11/IMG_4621.HEIC,1,Official Apple SDNP ZIP - direct released image,Device: D34_iPhone_11 | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D34_iPhone_11/IMG_4622.HEIC,1,Official Apple SDNP ZIP - direct released image,Device: D34_iPhone_11 | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D34_iPhone_11/IMG_4623.HEIC,1,Official Apple SDNP ZIP - direct released image,Device: D34_iPhone_11 | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D34_iPhone_11/IMG_4624.HEIC,1,Official Apple SDNP ZIP - direct released image,Device: D34_iPhone_11 | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D34_iPhone_11/IMG_4625.HEIC,1,Official Apple SDNP ZIP - direct released image,Device: D34_iPhone_11 | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D34_iPhone_11/IMG_4626.HEIC,1,Official Apple SDNP ZIP - direct released image,Device: D34_iPhone_11 | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D34_iPhone_11/IMG_4627.HEIC,1,Official Apple SDNP ZIP - direct released image,Device: D34_iPhone_11 | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D34_iPhone_11/IMG_4628.HEIC,1,Official Apple SDNP ZIP - direct released image,Device: D34_iPhone_11 | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D34_iPhone_11/IMG_4629.HEIC,1,Official Apple SDNP ZIP - direct released image,Device: D34_iPhone_11 | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D34_iPhone_11/IMG_4630.HEIC,1,Official Apple SDNP ZIP - direct released image,Device: D34_iPhone_11 | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D34_iPhone_11/IMG_4631.HEIC,1,Official Apple SDNP ZIP - direct released image,Device: D34_iPhone_11 | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D34_iPhone_11/IMG_4632.HEIC,1,Official Apple SDNP ZIP - direct released image,Device: D34_iPhone_11 | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D34_iPhone_11/IMG_4633.HEIC,1,Official Apple SDNP ZIP - direct released image,Device: D34_iPhone_11 | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D38_iPhone_11_Pro/IMG_6537.heic,1,Official Apple SDNP ZIP - direct released image,Device: D38_iPhone_11_Pro | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D38_iPhone_11_Pro/IMG_6538.heic,1,Official Apple SDNP ZIP - direct released image,Device: D38_iPhone_11_Pro | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D38_iPhone_11_Pro/IMG_6544.heic,1,Official Apple SDNP ZIP - direct released image,Device: D38_iPhone_11_Pro | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D38_iPhone_11_Pro/IMG_6545.heic,1,Official Apple SDNP ZIP - direct released image,Device: D38_iPhone_11_Pro | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D41_iPhone_11_Pro_Max/IMG_7809.jpeg,1,Official Apple SDNP ZIP - direct released image,Device: D41_iPhone_11_Pro_Max | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D41_iPhone_11_Pro_Max/IMG_7810.jpeg,1,Official Apple SDNP ZIP - direct released image,Device: D41_iPhone_11_Pro_Max | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D41_iPhone_11_Pro_Max/IMG_7811.jpeg,1,Official Apple SDNP ZIP - direct released image,Device: D41_iPhone_11_Pro_Max | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D41_iPhone_11_Pro_Max/IMG_7812.jpeg,1,Official Apple SDNP ZIP - direct released image,Device: D41_iPhone_11_Pro_Max | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D41_iPhone_11_Pro_Max/IMG_7813.jpeg,1,Official Apple SDNP ZIP - direct released image,Device: D41_iPhone_11_Pro_Max | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D41_iPhone_11_Pro_Max/IMG_7814.jpeg,1,Official Apple SDNP ZIP - direct released image,Device: D41_iPhone_11_Pro_Max | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D41_iPhone_11_Pro_Max/IMG_7815.jpeg,1,Official Apple SDNP ZIP - direct released image,Device: D41_iPhone_11_Pro_Max | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D41_iPhone_11_Pro_Max/IMG_7816.jpeg,1,Official Apple SDNP ZIP - direct released image,Device: D41_iPhone_11_Pro_Max | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D41_iPhone_11_Pro_Max/IMG_7817.jpeg,1,Official Apple SDNP ZIP - direct released image,Device: D41_iPhone_11_Pro_Max | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D41_iPhone_11_Pro_Max/IMG_7818.jpeg,1,Official Apple SDNP ZIP - direct released image,Device: D41_iPhone_11_Pro_Max | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D41_iPhone_11_Pro_Max/IMG_7819.jpeg,1,Official Apple SDNP ZIP - direct released image,Device: D41_iPhone_11_Pro_Max | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D41_iPhone_11_Pro_Max/IMG_7820.jpeg,1,Official Apple SDNP ZIP - direct released image,Device: D41_iPhone_11_Pro_Max | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D41_iPhone_11_Pro_Max/IMG_7821.jpeg,1,Official Apple SDNP ZIP - direct released image,Device: D41_iPhone_11_Pro_Max | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D41_iPhone_11_Pro_Max/IMG_7822.jpeg,1,Official Apple SDNP ZIP - direct released image,Device: D41_iPhone_11_Pro_Max | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D41_iPhone_11_Pro_Max/IMG_7823.jpeg,1,Official Apple SDNP ZIP - direct released image,Device: D41_iPhone_11_Pro_Max | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D41_iPhone_11_Pro_Max/IMG_7824.jpeg,1,Official Apple SDNP ZIP - direct released image,Device: D41_iPhone_11_Pro_Max | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D41_iPhone_11_Pro_Max/IMG_7825.jpeg,1,Official Apple SDNP ZIP - direct released image,Device: D41_iPhone_11_Pro_Max | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D41_iPhone_11_Pro_Max/IMG_7826.jpeg,1,Official Apple SDNP ZIP - direct released image,Device: D41_iPhone_11_Pro_Max | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D41_iPhone_11_Pro_Max/IMG_7827.jpeg,1,Official Apple SDNP ZIP - direct released image,Device: D41_iPhone_11_Pro_Max | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D41_iPhone_11_Pro_Max/IMG_7828.jpeg,1,Official Apple SDNP ZIP - direct released image,Device: D41_iPhone_11_Pro_Max | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D43_iPhone_SE_2nd/IMG_2083.jpg,1,Official Apple SDNP ZIP - direct released image,Device: D43_iPhone_SE_2nd | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D43_iPhone_SE_2nd/IMG_2085.jpg,1,Official Apple SDNP ZIP - direct released image,Device: D43_iPhone_SE_2nd | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D43_iPhone_SE_2nd/IMG_2086.jpg,1,Official Apple SDNP ZIP - direct released image,Device: D43_iPhone_SE_2nd | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D43_iPhone_SE_2nd/IMG_2088.jpg,1,Official Apple SDNP ZIP - direct released image,Device: D43_iPhone_SE_2nd | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D43_iPhone_SE_2nd/IMG_2089.jpg,1,Official Apple SDNP ZIP - direct released image,Device: D43_iPhone_SE_2nd | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D43_iPhone_SE_2nd/IMG_2090.jpg,1,Official Apple SDNP ZIP - direct released image,Device: D43_iPhone_SE_2nd | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D43_iPhone_SE_2nd/IMG_2091.jpg,1,Official Apple SDNP ZIP - direct released image,Device: D43_iPhone_SE_2nd | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D43_iPhone_SE_2nd/IMG_2092.jpg,1,Official Apple SDNP ZIP - direct released image,Device: D43_iPhone_SE_2nd | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D43_iPhone_SE_2nd/IMG_2093.jpg,1,Official Apple SDNP ZIP - direct released image,Device: D43_iPhone_SE_2nd | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D43_iPhone_SE_2nd/IMG_2094.jpg,1,Official Apple SDNP ZIP - direct released image,Device: D43_iPhone_SE_2nd | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D43_iPhone_SE_2nd/IMG_2095.jpg,1,Official Apple SDNP ZIP - direct released image,Device: D43_iPhone_SE_2nd | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D43_iPhone_SE_2nd/IMG_2096.jpg,1,Official Apple SDNP ZIP - direct released image,Device: D43_iPhone_SE_2nd | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D43_iPhone_SE_2nd/IMG_2097.jpg,1,Official Apple SDNP ZIP - direct released image,Device: D43_iPhone_SE_2nd | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D43_iPhone_SE_2nd/IMG_2098.jpg,1,Official Apple SDNP ZIP - direct released image,Device: D43_iPhone_SE_2nd | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D43_iPhone_SE_2nd/IMG_2099.jpg,1,Official Apple SDNP ZIP - direct released image,Device: D43_iPhone_SE_2nd | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D43_iPhone_SE_2nd/IMG_2100.jpg,1,Official Apple SDNP ZIP - direct released image,Device: D43_iPhone_SE_2nd | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D43_iPhone_SE_2nd/IMG_2101.jpg,1,Official Apple SDNP ZIP - direct released image,Device: D43_iPhone_SE_2nd | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D43_iPhone_SE_2nd/IMG_2102.jpg,1,Official Apple SDNP ZIP - direct released image,Device: D43_iPhone_SE_2nd | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D51_iPhone_12_mini/IMG_0112.HEIC,1,Official Apple SDNP ZIP - direct released image,Device: D51_iPhone_12_mini | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D51_iPhone_12_mini/IMG_1361.HEIC,1,Official Apple SDNP ZIP - direct released image,Device: D51_iPhone_12_mini | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D51_iPhone_12_mini/IMG_1904.HEIC,1,Official Apple SDNP ZIP - direct released image,Device: D51_iPhone_12_mini | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D51_iPhone_12_mini/IMG_2007.HEIC,1,Official Apple SDNP ZIP - direct released image,Device: D51_iPhone_12_mini | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D51_iPhone_12_mini/IMG_2008.HEIC,1,Official Apple SDNP ZIP - direct released image,Device: D51_iPhone_12_mini | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D51_iPhone_12_mini/IMG_2009.HEIC,1,Official Apple SDNP ZIP - direct released image,Device: D51_iPhone_12_mini | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D51_iPhone_12_mini/IMG_2010.HEIC,1,Official Apple SDNP ZIP - direct released image,Device: D51_iPhone_12_mini | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D51_iPhone_12_mini/IMG_2011.HEIC,1,Official Apple SDNP ZIP - direct released image,Device: D51_iPhone_12_mini | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D51_iPhone_12_mini/IMG_2015.HEIC,1,Official Apple SDNP ZIP - direct released image,Device: D51_iPhone_12_mini | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D51_iPhone_12_mini/IMG_2016.HEIC,1,Official Apple SDNP ZIP - direct released image,Device: D51_iPhone_12_mini | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D51_iPhone_12_mini/IMG_2017.HEIC,1,Official Apple SDNP ZIP - direct released image,Device: D51_iPhone_12_mini | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D51_iPhone_12_mini/IMG_2018.HEIC,1,Official Apple SDNP ZIP - direct released image,Device: D51_iPhone_12_mini | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D51_iPhone_12_mini/IMG_2019.HEIC,1,Official Apple SDNP ZIP - direct released image,Device: D51_iPhone_12_mini | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D51_iPhone_12_mini/IMG_2020.HEIC,1,Official Apple SDNP ZIP - direct released image,Device: D51_iPhone_12_mini | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D51_iPhone_12_mini/IMG_2032.HEIC,1,Official Apple SDNP ZIP - direct released image,Device: D51_iPhone_12_mini | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D51_iPhone_12_mini/IMG_3078.HEIC,1,Official Apple SDNP ZIP - direct released image,Device: D51_iPhone_12_mini | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D51_iPhone_12_mini/IMG_3095.HEIC,1,Official Apple SDNP ZIP - direct released image,Device: D51_iPhone_12_mini | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D51_iPhone_12_mini/IMG_5533.HEIC,1,Official Apple SDNP ZIP - direct released image,Device: D51_iPhone_12_mini | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D51_iPhone_12_mini/IMG_5534.HEIC,1,Official Apple SDNP ZIP - direct released image,Device: D51_iPhone_12_mini | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D51_iPhone_12_mini/IMG_5535.HEIC,1,Official Apple SDNP ZIP - direct released image,Device: D51_iPhone_12_mini | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D51_iPhone_12_mini/IMG_5536.HEIC,1,Official Apple SDNP ZIP - direct released image,Device: D51_iPhone_12_mini | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D51_iPhone_12_mini/IMG_5537.HEIC,1,Official Apple SDNP ZIP - direct released image,Device: D51_iPhone_12_mini | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D51_iPhone_12_mini/IMG_5538.HEIC,1,Official Apple SDNP ZIP - direct released image,Device: D51_iPhone_12_mini | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D51_iPhone_12_mini/IMG_5539.HEIC,1,Official Apple SDNP ZIP - direct released image,Device: D51_iPhone_12_mini | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D51_iPhone_12_mini/IMG_5540.HEIC,1,Official Apple SDNP ZIP - direct released image,Device: D51_iPhone_12_mini | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D51_iPhone_12_mini/IMG_5541.HEIC,1,Official Apple SDNP ZIP - direct released image,Device: D51_iPhone_12_mini | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D51_iPhone_12_mini/IMG_5542.HEIC,1,Official Apple SDNP ZIP - direct released image,Device: D51_iPhone_12_mini | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D51_iPhone_12_mini/IMG_5543.HEIC,1,Official Apple SDNP ZIP - direct released image,Device: D51_iPhone_12_mini | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D51_iPhone_12_mini/IMG_5544.HEIC,1,Official Apple SDNP ZIP - direct released image,Device: D51_iPhone_12_mini | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D51_iPhone_12_mini/IMG_5545.HEIC,1,Official Apple SDNP ZIP - direct released image,Device: D51_iPhone_12_mini | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D51_iPhone_12_mini/IMG_5546.HEIC,1,Official Apple SDNP ZIP - direct released image,Device: D51_iPhone_12_mini | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D51_iPhone_12_mini/IMG_5548.HEIC,1,Official Apple SDNP ZIP - direct released image,Device: D51_iPhone_12_mini | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D51_iPhone_12_mini/IMG_5549.HEIC,1,Official Apple SDNP ZIP - direct released image,Device: D51_iPhone_12_mini | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D51_iPhone_12_mini/IMG_5550.HEIC,1,Official Apple SDNP ZIP - direct released image,Device: D51_iPhone_12_mini | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D51_iPhone_12_mini/IMG_5551.HEIC,1,Official Apple SDNP ZIP - direct released image,Device: D51_iPhone_12_mini | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D51_iPhone_12_mini/IMG_5552.HEIC,1,Official Apple SDNP ZIP - direct released image,Device: D51_iPhone_12_mini | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D51_iPhone_12_mini/IMG_5553.HEIC,1,Official Apple SDNP ZIP - direct released image,Device: D51_iPhone_12_mini | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D51_iPhone_12_mini/IMG_5554.HEIC,1,Official Apple SDNP ZIP - direct released image,Device: D51_iPhone_12_mini | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D51_iPhone_12_mini/IMG_5555.HEIC,1,Official Apple SDNP ZIP - direct released image,Device: D51_iPhone_12_mini | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D51_iPhone_12_mini/IMG_5556.HEIC,1,Official Apple SDNP ZIP - direct released image,Device: D51_iPhone_12_mini | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D51_iPhone_12_mini/IMG_5557.HEIC,1,Official Apple SDNP ZIP - direct released image,Device: D51_iPhone_12_mini | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D51_iPhone_12_mini/IMG_5558.HEIC,1,Official Apple SDNP ZIP - direct released image,Device: D51_iPhone_12_mini | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D51_iPhone_12_mini/IMG_5559.HEIC,1,Official Apple SDNP ZIP - direct released image,Device: D51_iPhone_12_mini | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D51_iPhone_12_mini/IMG_5560.HEIC,1,Official Apple SDNP ZIP - direct released image,Device: D51_iPhone_12_mini | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D51_iPhone_12_mini/IMG_5561.HEIC,1,Official Apple SDNP ZIP - direct released image,Device: D51_iPhone_12_mini | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D51_iPhone_12_mini/IMG_5562.HEIC,1,Official Apple SDNP ZIP - direct released image,Device: D51_iPhone_12_mini | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D51_iPhone_12_mini/IMG_5563.HEIC,1,Official Apple SDNP ZIP - direct released image,Device: D51_iPhone_12_mini | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D51_iPhone_12_mini/IMG_5564.HEIC,1,Official Apple SDNP ZIP - direct released image,Device: D51_iPhone_12_mini | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D51_iPhone_12_mini/IMG_5565.HEIC,1,Official Apple SDNP ZIP - direct released image,Device: D51_iPhone_12_mini | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D51_iPhone_12_mini/IMG_5566.HEIC,1,Official Apple SDNP ZIP - direct released image,Device: D51_iPhone_12_mini | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D51_iPhone_12_mini/IMG_5567.HEIC,1,Official Apple SDNP ZIP - direct released image,Device: D51_iPhone_12_mini | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D51_iPhone_12_mini/IMG_5568.HEIC,1,Official Apple SDNP ZIP - direct released image,Device: D51_iPhone_12_mini | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D51_iPhone_12_mini/IMG_5569.HEIC,1,Official Apple SDNP ZIP - direct released image,Device: D51_iPhone_12_mini | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
extracted/D51_iPhone_12_mini/IMG_5570.HEIC,1,Official Apple SDNP ZIP - direct released image,Device: D51_iPhone_12_mini | Confirmed by dvazquezpadin/apple-sdnp README Image Dataset ZIP
