filename,sha256,label,pred_label,rho,beta,bp_ref,rotation_k,latency_ms
00100dPORTRAIT_00100_BURST20171014154347382_COVER.jpg,7710e84b0374a45e351451dd981301a998ab8e4bce1809d5fbf3caa65b96c605,1,0,0.001039,0.0072,,,6250.7
00100dPORTRAIT_00100_BURST20171014234026160_COVER.jpg,d9df55ca8108571430120cca441c7c6b007d69bd27ee8bf66d62d6f9c7c0cc22,1,0,0.000881,0.0072,,,7591.7
01 (1).jpg,9426459ea7dd7c9a6705592018e2f666120a7f7c0e7a091c7fcb1a8b32857632,1,0,0.001111,0.0072,,,7087.2
01 (1)_1.jpg,c2aa698864e341fa81c8fb7c421bff9004045c6a74bfd0f3ec35d587383e824f,1,0,0.003288,0.0072,,,6456.2
01 (1)_2.jpg,32011402de34fb74fccd2857466e500f1319bd6f6ff73c58db2e1c195b86a521,1,0,0.001234,0.0072,,,6995.2
01 (1)_3.jpg,7863e3edf43834eeb12c86bdbf320e5d797b11d4ac4029219c2b31134db0edb1,1,0,0.000909,0.0072,,,6939.7
01 (1)_4.jpg,1d08b4e0e7ae62888c6f866414583cebe3e042814fae1de7937012f2e3173315,1,1,0.076068,0.0072,BP04_12MP_NL_JPEG.mat,0,7967.7
01 (1)_5.jpg,1272dacc473e991a4a3f9dfb0aae9c00adfe695035437ab9f70759052af102ef,,1,0.054398,0.0072,BP04_12MP_NL_JPEG.mat,0,6557.4
01 (1)_6.jpg,b6ea5023a12173089d187f58fa466d9634efd4202786bfc8aaca4fc7d344b359,,1,0.073975,0.0072,BP04_12MP_NL_JPEG.mat,0,6540.3
01 (2).jpg,8c65148c426a2e97754cfd93344ace5d9c3056fcda4fca2e84626e96fd2a0db8,1,0,0.000945,0.0072,,,5660.6
01 (2)_1.jpg,5f076f220d0061f3cde103f03f045cbeb1c6ea5b73398bc5cccf95889c80a4f1,1,0,0.0013,0.0072,,,9410.4
01 (2)_2.jpg,0624c6432e4ddc183343ad2c340b9697dc1dff665194bd0f3f24a1afa2769111,1,0,0.000782,0.0072,,,5768.4
01 (2)_3.jpg,1c05986758532a2770a67d92d1efc2fbdfeb346882c672e3ae5900c74f77bfaf,1,0,0.000858,0.0072,,,8719.7
01 (2)_4.jpg,65ea3eae552afd137114366bb95529d6f944f086150dec3caa81225477166fb3,1,1,0.094833,0.0072,BP04_12MP_NL_JPEG.mat,0,5955.3
01 (2)_5.jpg,d97d874830ee0aca25d6a4db90b8ef66de39da11dcd53a04c49329eaa64e6a58,,1,0.210189,0.0072,BP04_12MP_NL_JPEG.mat,0,9929.6
01 (2)_6.jpg,93e511b0c014d9f5262c817ba1ce6bca3b2a3536fe86afb5ea57c07c6e4fff0f,,1,0.146538,0.0072,BP04_12MP_NL_JPEG.mat,0,7857.8
01 (3).jpg,e1bc1de97adfe1c85e40b3bcb2e8958f548782b1da1c25df0257527f496fdeaf,1,0,0.000741,0.0072,,,5804.8
01 (3)_1.jpg,74d7b0e03a00353415e60bc68b7bdf3805ec21b30b725c78623221877f750b77,1,0,0.002085,0.0072,,,5601.6
01 (3)_2.jpg,7a2514730cd4feac55e19091b81e30f73011b40f5236992acd2ac8fbb11ee0b8,1,0,0.001115,0.0072,,,5774.3
01 (3)_3.jpg,8a58b161e4625caa6e14ec9961e0a359ebf4e97ab3938333a67aa7f0b41ee498,1,0,0.000781,0.0072,,,9184.5
01 (3)_4.jpg,143e67a9a191df42e957beb7a6a50f0828d0716d96a4fb1d1a8d4425518348f7,1,1,0.073656,0.0072,BP04_12MP_NL_JPEG.mat,0,6702.1
01 (3)_5.jpg,e9151c4e9eb046ee2cc624096743ec3008422c6bc82645fd6f04ce0ab02c8afb,,0,0.006331,0.0072,,,5559.2
01 (3)_6.jpg,80462948f6cf4f3a58755dc708206e03d49caf85cad885ebc23349c6909492a3,,1,0.058716,0.0072,BP04_12MP_NL_JPEG.mat,0,6094.9
01 (4).jpg,8dc69eab2a03929e6717c030779ca43522ab9d88bbf7196ff964da7cbb933e7b,1,0,0.000564,0.0072,,,9294.3
01 (4)_1.jpg,1fb7b257e467d7020b0db132e2cb5e8e7c9376259fb1ebc882ccc07b81d375a8,1,0,0.001858,0.0072,,,7458.8
01 (4)_2.jpg,09e1bc69c3fe41a474e7933d852b7f5d39e158644dc1a5794c4a9cd41eef6a14,1,0,0.000735,0.0072,,,5443.5
01 (4)_3.jpg,1cc524accda488a2a105593b562fc373b29afc50d8b89e3e32cc52ffca1eb97b,1,0,0.00201,0.0072,,,5820.4
01 (4)_4.jpg,9e20319b1bfa262be118449bee06e1ff3fcfdb2de8ffe64488d3d725c0eacf31,1,1,0.14761,0.0072,BP04_12MP_NL_JPEG.mat,0,6997.4
01 (4)_5.jpg,12fd3757393b104cc7d8ab577d5b12bf8d769c38d1ad4f5703381e189e8d7d81,,0,0.00706,0.0072,,,6719.0
01 (4)_6.jpg,e525edcceaa783433148fd509188bd740d375c2b5b02cfc8ade8c602036af196,,1,0.104413,0.0072,BP04_12MP_NL_JPEG.mat,0,5259.9
01 (5).jpg,b88198b8dc7eddf221f16848cb0db465b2db41d92832b9909b2b699f28a46875,1,0,0.001339,0.0072,,,5962.2
01 (5)_1.jpg,942a823b6d16cba2470cdeba045a9d08018a2c4825d3ff289575b4930a9365b4,1,0,0.001257,0.0072,,,6933.9
01 (5)_2.jpg,813d3b4e1a155ac609121110ecad4bd4ee6f91cf1beb4c3dd1482ba62483d8c1,1,0,0.000728,0.0072,,,8759.0
01 (5)_3.jpg,b458a965c4f01852e7682d7559bebc8d4424626a007b490381b0c5f48dde00a7,1,0,0.001548,0.0072,,,6075.7
01 (5)_4.jpg,7fc8f5e04ada26a2412abad1c1e40f31c77e82adb0bf448564fc533f212c1656,1,1,0.073494,0.0072,BP04_12MP_NL_JPEG.mat,0,4991.1
01 (5)_5.jpg,0796a04fc961ac7e3ca11c4ac308c9125b2e2211e547803772c856c032a60c02,,1,0.017291,0.0072,BP04_12MP_NL_JPEG.mat,0,4298.4
01 (5)_6.jpg,8615d0f819a3e8f4e82deff9330a3f9e32f0fb2b601402643db26be38770d219,,1,0.085667,0.0072,BP04_12MP_NL_JPEG.mat,0,4467.0
01 (6).jpg,2ca76f591b88d5d3f55df5d3c01f74490d35b0acc47c982c9ee2e66e6dedf60c,1,0,0.001233,0.0072,,,6867.6
01 (6)_1.jpg,ced4804a93e0ee1b287858fcf3c058020d15d4ca55a9fb68102b735e43ee614d,1,0,0.00212,0.0072,,,8749.4
01 (6)_2.jpg,035963e28c33c0281e7f747056850e3380a5a7136cddbfd83c922efc35fa48c6,1,0,0.000787,0.0072,,,5654.6
01 (6)_3.jpg,6b35a9f055d2172e3df2b715e26d063fac310ff12c7e3c83b7741501ea6a0ef1,1,0,0.000945,0.0072,,,6250.8
01 (6)_4.jpg,7c3e789a0ee7ba90bfbf2bc728e2e8ada630e7f6292e2cf5596c33896efe8dbf,1,1,0.113597,0.0072,BP04_12MP_NL_JPEG.mat,0,6964.5
01 (6)_5.jpg,09ca555011fa9500e42b7bb13203c157a30dd8d3bb41d1836fe554338093138f,,0,0.005867,0.0072,,,8251.4
01 (6)_6.jpg,db059a990e63d202226982dd55975e27a9116f294134d4038047f48b0aa1dad7,,1,0.099383,0.0072,BP04_12MP_NL_JPEG.mat,0,7739.8
01 (7).jpg,651ff2058433cf189ab792df9773cb3c6ece6adf4461a295b90abd4f3a59c2aa,1,0,0.001141,0.0072,,,6204.0
01 (7)_1.jpg,5e54e7b7c2c669413b2a8476040eada21439fa55bd1e53924213c8d456be34a6,1,0,0.001589,0.0072,,,6975.3
01 (7)_2.jpg,36ee8e3ec24e6b74a623f135e52795754e1631e09b814d1a84ef343d91a1bb78,1,0,0.001031,0.0072,,,4815.2
01 (7)_3.jpg,f0a36de1ebde6de89e4f9dd4e23f55f0a5bb825c7cbbae35ea481e85b40e34bc,1,0,0.000801,0.0072,,,8950.6
01 (7)_4.jpg,be7ffdc88bb497d73d4ce2e4365b23912443507d0a40f0d37d701717e9c65f39,1,1,0.134492,0.0072,BP04_12MP_NL_JPEG.mat,0,5348.4
01 (7)_5.jpg,cee911f60ba5be60e1674b332a1f69b8d6c0954de77b3a13cdee39284d0126c1,,0,0.007124,0.0072,,,5423.8
01 (7)_6.jpg,56ba72b942c907cf23556e6aca810f9ce3fba2b562986f85f67858429ef01117,,1,0.137212,0.0072,BP04_12MP_NL_JPEG.mat,0,5825.6
01 (8).jpg,6b9cb2a124e044277a0d9f7c67d5a81e43478751236e479121d7a477394e01cc,1,0,0.001036,0.0072,,,7272.7
01 (8)_1.jpg,cabaf0275db00ad864024d306512606a551c111d1d4bbc4c6cfbf1ddb68253cc,1,0,0.001148,0.0072,,,8505.7
01 (8)_2.jpg,d8b4d419e0f70f5d4b3a47581fd80cbc0fa94ceea7682d0110adf777d88c0e80,1,0,0.001002,0.0072,,,5754.3
01 (8)_3.jpg,3bd825a25b837df0bf863c4d717e14a8b7e11816ae92c13b8e64e597d4977254,1,0,0.000823,0.0072,,,6939.1
01 (8)_4.jpg,b3664ffa8a2e21d2875ef9a2cc64668ed15d32b265de9059796080a77a496b36,1,1,0.071732,0.0072,BP04_12MP_NL_JPEG.mat,0,6077.0
01 (8)_5.jpg,aedec37bbc13d59907de6b8df1d57a47f99af2298b5ebd6d0938f17d0a1820e1,,1,0.049017,0.0072,BP04_12MP_NL_JPEG.mat,0,9556.2
01 (8)_6.jpg,e37ca1fca6e04b1257c9d2edb0a958c04464ed038e8cf89f2e3b21f824bfccfe,,1,0.116835,0.0072,BP04_12MP_NL_JPEG.mat,0,7388.3
01 (9.0).jpg,ee1010578dc0741507d888a9069c0b1f6b17600af577e99c18654cb639093816,1,0,0.001156,0.0072,,,5630.7
01 (9.0)_1.jpg,994b3d27365ded1b21ea325904243084a5ee367985efad9913b45e87ccded83b,1,0,0.0021,0.0072,,,7234.5
01 (9.0)_2.jpg,ef603c41b9ff2f499567200ecadf73ed1f466947a849bc7a9c920014655fba7c,1,0,0.000725,0.0072,,,11301.1
01 (9.0)_3.jpg,056a1b0c55e3301dbb7ba0e8b45f58f157ac3e88c870c9ed15edf13001a9ecc5,1,0,0.001189,0.0072,,,7062.7
01 (9.0)_4.jpg,7d4e43152e79d910e40b52b639a14f8bb2d5d975ba3264dece91a94dde528ea7,1,1,0.066619,0.0072,BP04_12MP_NL_JPEG.mat,0,6458.5
01 (9.0)_5.jpg,23c2e5a3789069ece20f85fb6daf73821b25c12f11540cbc60eb6b59a3b5d338,,1,0.062105,0.0072,BP04_12MP_NL_JPEG.mat,0,4294.4
01 (9.0)_6.jpg,041e9b4fbd1a891ccf4f4607b61c02516e414648142d62140720c66753035d4f,,1,0.25483,0.0072,BP04_12MP_NL_JPEG.mat,0,6273.6
01 (9.1).jpg,58a5db709855f9b704109095baae8ae4bdf19c23af969decf496b3f596fbbdc5,1,0,0.001088,0.0072,,,9181.4
01 (9.1)_1.jpg,a1370372331406db2be1cdfcc2f6923e4a91ccc80786a5d98db4fc305f66f2a9,1,0,0.002271,0.0072,,,5928.1
01 (9.1)_2.jpg,53af4408fc7dbb973bf33b8d865c89d52d9e5ff5d2587f1d7ac67cbe135aac3a,1,0,0.000722,0.0072,,,7265.6
01 (9.1)_3.jpg,e203617c4bf773483419172f9f492e24c25c95a894026e5880fda87518ea4861,1,0,0.001321,0.0072,,,6319.8
01 (9.1)_4.jpg,2b66de6147642bfb5293d83296067f74f8fc378e4aa480040dec83fe40df03b8,1,1,0.194227,0.0072,BP04_12MP_NL_JPEG.mat,0,9265.0
01 (9.1)_5.jpg,c8db260f2218e4f698eb41780a6cfbf1b5f182d77cc9adb3fe07a7a829a1d94f,,1,0.098929,0.0072,BP04_12MP_NL_JPEG.mat,0,5600.9
01 (9.1)_6.jpg,e487dc6e8f641d221405c63d3d328448e3c3efa3791b39acfbdda65d5ee1cd52,,1,0.062089,0.0072,BP04_12MP_NL_JPEG.mat,0,7498.4
PORTRAIT_0050_20170718_104704_950.jpg,03d7728a7513a2974e9254049717cd62e03eeef5a6b824d9ffc00bd3f31bc31e,1,0,0.00095,0.0072,,,6593.9
PORTRAIT_0050_20170719_142756_707.jpg,29690ff8d6a6e2201a00473ace93c3b6197110d33c74d2ab301265f2a6deb45e,1,0,0.00106,0.0072,,,9706.3
PORTRAIT_0050_20170725_182616_746.jpg,0f1cfba184c9a51680872cf5b796280c7b65cc7eaeaec30f9f4d918f7d0c6d5d,1,0,0.00096,0.0072,,,7661.8
PORTRAIT_0050_20170725_185728_022.jpg,f7a63d23f6ec9477d616cb370c72f003160081b4e8dadb51b1dd0d2933017fa1,1,0,0.001065,0.0072,,,6015.1
PORTRAIT_0050_20170806_163412_637.jpg,8ef3403fbf45feebad0a3952e6f7e409ab7d20ce8bc9d84ba3272afa42e4184a,1,0,0.0017,0.0072,,,8525.8
PORTRAIT_0050_20170809_154004_802.jpg,116fc0944d9d87c43c206ec92cbedbd1ec6771c00eccdf20ac3cc2f318456516,1,0,0.001839,0.0072,,,9411.1
PORTRAIT_0181_20170715_124004_796.jpg,519c8614f3705369416d9b1c503262b072fffeb70bc996077dfa38d95e5c883d,1,0,0.001373,0.0072,,,5615.2
PORTRAIT_0222_20170812_202647_946.jpg,78f32515933506ebd085a05ec070b05f629b8ea6e2715329985e06e829942bec,1,0,0.000762,0.0072,,,6170.1
PORTRAIT_0289_20170809_100620_690.jpg,a972871775cd282700d5199113b7bc8ef974b07e36c2557ea90f130a90b2da62,1,0,0.001566,0.0072,,,5924.2
PORTRAIT_0508_20170823_165159_189.jpg,75483e19da07922684a34e5287af8416ee1cff6422ff07be500d7f6aaa773a21,1,0,0.001034,0.0072,,,6978.8
PORTRAIT_0578_20170810_204504_835.jpg,51bb7f23dc6a6a848a090e6032db92b917a13296118d75124a8d34fd78a5a1e2,1,0,0.001396,0.0072,,,11056.4
PORTRAIT_0578_20170817_153638_385.jpg,d77440b57310b9fb8dc750269e93caf2cde89f774d6d538ed633530dc52bdc14,1,0,0.001266,0.0072,,,6222.8
PORTRAIT_0578_20170817_173638_329.jpg,eccf5932f8417938f20722295a86f21daad8f579a5b90de89a7cc512696fbb60,1,0,0.000793,0.0072,,,6120.2
PORTRAIT_5702_20170819_133222_151.jpg,20194f406582ad9bf6e67bf11605cd529f68279784fc15acf64b89cd785951c0,1,0,0.000972,0.0072,,,6375.0
PORTRAIT_5702_20170831_121406_392.jpg,327649fce00a2ba8d4a6711bacd77c4c356f47159601cce967a49c33b1a83ce1,1,0,0.001089,0.0072,,,10457.7
PORTRAIT_5702_20170910_123953_906.jpg,d314c47ee92e32a2d33655c397134b3a6d70e792afc496ccbfc7888fad3f43d2,1,0,0.001096,0.0072,,,8240.9
PORTRAIT_5702_20170910_124847_196.jpg,04e37fd14508b70a29039c0187b1b1ebaa8b8efadf5a35ff9d41043324c5457d,1,0,0.000964,0.0072,,,5423.3
img_338651249.jpg,86a191e0fa5a6fcef4d6eaa1e6f7e9db4dff8960140eef46bbb52ff2dcb83a33,1,0,0.001648,0.0072,,,5792.6
