filename,sha256,label,pred_label,rho,beta,bp_ref,rotation_k,latency_ms
01 (3)_5.jpg,e6be3770ea4a474c74daf0ce2d7bd85193c5e9764e578988d0ec9d03b0013c95,1,0,0.006352,0.0072,,,1581.0
01 (3)_6.jpg,143facb967d190496a3582edc4edc9156c8373af111d91fcc3aa094a715c52a2,1,1,0.059839,0.0072,BP04_12MP_NL_JPEG.mat,0,1397.9
01 (4)_1.jpg,c0c75c8d53600cae015abf6393bde4db8ee5b882b05d9ac5006de1a15453e1b7,0,0,0.001787,0.0072,,,1991.9
01 (4)_2.jpg,4860d7cd0af1abc31a7f2f3e136ccd2254a1563eb135765e49886d22863ee95e,0,0,0.00063,0.0072,,,2234.4
01 (4)_3.jpg,095688d1ae9b7ebcaca25f00b3a954e1c1386b53011fb353d88e32d9aeb33b07,0,0,0.000592,0.0072,,,1526.1
01 (4)_4.jpg,4c10da3c7c57c00e682b35b5c7cf13e3433606b3bbfabb2b16973c991863da66,1,1,0.149963,0.0072,BP04_12MP_NL_JPEG.mat,0,1878.6
01 (4)_5.jpg,0b7030e1dcdfa039f058e353ad3372ec2c1d445438ff466879e26ed6c496d6a6,1,0,0.007095,0.0072,,,1825.0
01 (4)_6.jpg,fffa7762edc10277dc051f28282baf4ec0f0f06bcaed1620a80a3b850e3cf5b7,1,1,0.104633,0.0072,BP04_12MP_NL_JPEG.mat,0,1924.3
01 (5)_1.jpg,0a3efe816f9b514dc939984be64177c077064eb85df53a80e72d5c55693f844a,0,0,0.000377,0.0072,,,2146.9
01 (5)_2.jpg,a27912360edc10d37b80d8bb10e35e3e2ee8b5d85754bc446e5cd1ac526c4449,0,0,0.000848,0.0072,,,2034.9
01 (5)_3.jpg,1ce780bdd08ac36614cc3201213acf2194fcab75ce408ead896f1194c0b2aa92,0,0,0.001523,0.0072,,,1791.5
01 (5)_4.jpg,41b7f28cb65c98151225270c67705f841a472e004d084a35efa89a0e40ee39a3,1,1,0.07409,0.0072,BP04_12MP_NL_JPEG.mat,0,1517.1
01 (5)_5.jpg,b9bb9e2f56159725afcf6c11c5d488a319231fb79bc6026b578c0b1e8fa20d8d,1,1,0.017426,0.0072,BP04_12MP_NL_JPEG.mat,0,1216.9
01 (5)_6.jpg,9c9bf2f990df13b34f7109444715e4904a5899e78facb54b209ba8985c290f69,1,1,0.086937,0.0072,BP04_12MP_NL_JPEG.mat,0,1546.3
01 (6)_1.jpg,072615aa399a6f071ac9432f72a7e00cf15bb46eb09919efab7276aac1905291,0,0,0.002266,0.0072,,,1732.6
01 (6)_2.jpg,1e2eb6fc8fa11c17b460fad71e33930962d87dd161d569ae3eaac1a3d1ded021,0,0,0.000786,0.0072,,,1830.0
01 (6)_3.jpg,ea1f61e7742da82164fa44c9151c8e42e7a2e8fe78601d3f0dfcad674498e87b,0,0,0.000863,0.0072,,,1811.2
01 (6)_4.jpg,e4cef79da9a704f182b058dcc312a09e25dc7f57d95f451b80d753b063c777e5,1,1,0.115308,0.0072,BP04_12MP_NL_JPEG.mat,0,1350.7
01 (6)_5.jpg,c03d637dfc1699b16d8defb067074d867b174bbf7565639b2b1caa348dee9bf1,1,0,0.005897,0.0072,,,1370.4
01 (6)_6.jpg,e9faa79538e049eccf5abf91a1a382e038be10dd268befc40140bcc90957ea2d,1,1,0.101782,0.0072,BP04_12MP_NL_JPEG.mat,0,1484.7
01 (7)_1.jpg,f420e5e805522cd3bb1aa1c537f83fd23403ab7df3500fda8e07ea43f2a28893,0,0,0.001931,0.0072,,,1905.3
01 (7)_2.jpg,91a9cdb17ed71f05bab546350146e9fbae9e75c07253f099d57e922e655fa4ce,0,0,0.001122,0.0072,,,2110.9
01 (7)_3.jpg,767e2788559f1c2ab40ab809a4b00c1f0943a39271924385517e43edb9922a56,0,0,0.000761,0.0072,,,2239.9
01 (7)_4.jpg,985b95d37638334789a4bff629b3177462e4a8ddf640b836ffeb7ae437360fe4,1,1,0.13678,0.0072,BP04_12MP_NL_JPEG.mat,0,1919.4
01 (7)_5.jpg,30abc8abf1c1d582ed1565d1cec406e2b0e2beb39cb57a1b475a1294a64df535,1,0,0.007172,0.0072,,,2095.2
01 (7)_6.jpg,50f77b858afde01974501f7c69a925c663fcfa674155c7fe20af9e761677759c,1,1,0.141325,0.0072,BP04_12MP_NL_JPEG.mat,0,1949.2
01 (8)_1.jpg,f14d7e54d0dff801c51d3cd2c05327dcc77e8ca1ce0a38e30bcd85dc442585b1,0,0,0.001308,0.0072,,,2223.9
01 (8)_2.jpg,0f54879a607858f26bb6ffaf9c64935726525b7a87992733d257bbd51c3432ed,0,0,0.000867,0.0072,,,2128.0
01 (8)_3.jpg,cc909ab05f8c78db93db9baa1dbb8400241bac8889191803315f8c4d05f4c246,0,0,0.00036,0.0072,,,1882.3
01 (8)_4.jpg,2e3734948313aea92059e6ef91534052f2ee864abc2c468355bc51d0a48c89b6,1,1,0.072639,0.0072,BP04_12MP_NL_JPEG.mat,0,1776.2
01 (8)_5.jpg,fad06ccdc0de53e22fc64edd4a915ccd97851560f568bd47a7bf298fa019c4df,1,1,0.050441,0.0072,BP04_12MP_NL_JPEG.mat,0,2071.3
01 (8)_6.jpg,c3377eb3ce967294292e330e82d9cec512db316afaf554089571a7e23f807be8,1,1,0.118221,0.0072,BP04_12MP_NL_JPEG.mat,0,1473.5
01 (9.0)_1.jpg,e1f709076e6ea208fcf6c0e2f2dfb3e12060f8a15228ab73325d99ed250d9528,0,0,0.002467,0.0072,,,1639.9
01 (9.0)_2.jpg,bdea8f0b6f5a72c85958da2edb7956d01119f9b80d83493150589e34e191ac3f,0,0,0.000428,0.0072,,,2172.6
01 (9.0)_3.jpg,47b4f3e4a0216028e6a8b6f57f29a0e8c6560b251684f0babd18bbe5e6d7ec53,0,0,0.001292,0.0072,,,2017.0
01 (9.0)_4.jpg,369779b8def431913ec4075d79b5f312516c189c5849334a6486106d82441c99,1,1,0.067743,0.0072,BP04_12MP_NL_JPEG.mat,0,1823.1
01 (9.0)_5.jpg,84966a8c36d923be1cb3e84ff236ff1bc2dd482b2d2dcd77cce4cf2bf8bb73c6,1,1,0.063288,0.0072,BP04_12MP_NL_JPEG.mat,0,1943.8
01 (9.0)_6.jpg,22d565d972229ee8eba6a41d3f90caac14d9f8c131222e53d2e8a4a939c1f73b,1,1,0.263422,0.0072,BP04_12MP_NL_JPEG.mat,0,2025.2
01 (9.1)_1.jpg,28960717844d417cc6f37e69ae967679b31c4fa88c2d4f033c0ac9aad30e8237,0,0,0.002537,0.0072,,,2308.7
01 (9.1)_2.jpg,e49d7ba4cb03aba2daece20d2673b6b06157a9ade83c5ec05cb6c11c28b8c343,0,0,0.000698,0.0072,,,2412.4
01 (9.1)_3.jpg,b23463806853a01b867ae86ff1f9ba5ca83873ab32a968e8a77576bf3b7d3888,0,0,0.000906,0.0072,,,1599.0
01 (9.1)_4.jpg,e8a6a216aaeaa4cd8547e37a2c6ecf94125400eba5bf4cc366c4e8fb8d6fd3e4,1,1,0.199127,0.0072,BP04_12MP_NL_JPEG.mat,0,1918.5
01 (9.1)_5.jpg,7e6f1823df8f901194c11faff14ba4b22b29ba5ea21e728096a2c9e8a3caa3e0,1,1,0.101693,0.0072,BP04_12MP_NL_JPEG.mat,0,1901.0
01 (9.1)_6.jpg,fcebc26dddde5949bc5354abf6da25aab8cd20a62a0093cbada3440f4ee2b270,1,1,0.063198,0.0072,BP04_12MP_NL_JPEG.mat,0,1593.0
54588806927_f5b74e5c57_o.jpg,3b374291db1a84f1b33b9dcc2993eadb6b32a55e46ec57eacfbb5446ddb81043,1,0,0.001,0.0072,,,2037.2
54588806952_8f8beec3d9_o.jpg,03156a8df37d7752c9fc87c8e0f6fe158a2f9416b3bd78082aff274b786400e6,1,0,0.000463,0.0072,,,2254.4
54588807642_a8c5401bfb_o.jpg,f75257048ee55dfc7cac80a4930f2c882476b531ca57c1b03ba1bba93943801f,1,0,0.000609,0.0072,,,2286.5
54588807742_21e2e7ba93_o.jpg,39b7f34cd3d0585b0b2b82de13370b4238dd0a3eb4017c0647afd4a2c6648605,1,0,0.00044,0.0072,,,2818.0
54589686541_d0bbf41a69_o.jpg,acc63a1806c110382e90ec59c02d430bbd5dc64605ab23dcdeb384336c17ea9d,1,0,0.000747,0.0072,,,1842.0
54589998780_6b238366df_o.jpg,4c79732b6fc789e5f7cca0e6285778b84e6c7f64ac1575943b0585b0f36dcd98,1,0,0.001143,0.0072,,,2292.7
img_338651249.jpg,651a11baf639470a7e2e9916aacf03693485eef3f440f29785005428a3282abc,0,0,0.00165,0.0072,,,1460.5
photo_16.jpg,8a2be8a3271734a7dcbd22a7f9984d0d5f8aa98b81267e12750bf91b71ec1bea,1,0,0.000966,0.0072,,,2054.7
photo_4.jpg,e3c047ff61b665111c1c082ce7ccd649dc209af44adc49343036bfb107b580bd,1,1,0.509989,0.0072,BP05_12MP_SLM_HEIC.mat,0,1888.7
photo_6.jpg,a525867ab66030e2982187e5104a33d21211d6c5bba16b214fef59fe716fa221,1,1,0.110039,0.0072,BP04_12MP_NL_JPEG.mat,0,2242.7
portrait_0050_20170718_104704_950.jpg,41095047f22c7d189dac6ab1c82a77301176312fa85172a73c6e5a4f208d9292,0,0,0.000641,0.0072,,,2701.9
portrait_0050_20170719_142756_707.jpg,c2b0f7eafabcb2d961c275d0a3f5434f7bf0c26f33533bc23bc3c7f67b9627f1,0,0,0.00105,0.0072,,,1888.2
portrait_0050_20170725_182616_746.jpg,9dc1e6e0f7ed702beceb05a6b8bfe8cd523ceae09c0566d51db9edee32aa2980,0,0,0.001013,0.0072,,,1787.2
portrait_0050_20170725_185728_022.jpg,3cae0026fed7ebd05e51d2003f3fd38a5fa318a59a52ca15cb1d4e85d37dcb4f,0,0,0.00046,0.0072,,,2107.9
portrait_0050_20170806_163412_637.jpg,ff60389a551700a9e57653dfb52584b920e356b8392ad5c74345a13ff859e4f5,0,0,0.000584,0.0072,,,2089.4
portrait_0050_20170809_154004_802.jpg,1cebf31a2233ea9ee4c45ade96760cb7671c4ce3f8ed8180f60efe9337ac4cd2,0,0,0.00153,0.0072,,,1939.0
portrait_0181_20170715_124004_796.jpg,64637b0743300433ba039c88dbfa2c7be2e12ea5016b11ebe88fb293da68d537,0,0,0.001369,0.0072,,,2274.9
portrait_0222_20170812_202647_946.jpg,e21604d8a2419930f5bde87c4235cc2a339befb492d3c0d6b9d0f45cf4a6ad97,0,0,0.000729,0.0072,,,2221.5
portrait_0289_20170809_100620_690.jpg,14ac9e018c6cdfbd1111935ab44e75b040758ba3233005dc304709c3907d2872,0,0,0.001553,0.0072,,,2092.5
portrait_0508_20170823_165159_189.jpg,408992dd8a6f87dea93c4aa3d5629e6229895fd4ea66d9b682a3a53e3cb02234,0,0,0.001023,0.0072,,,2254.8
portrait_0578_20170810_204504_835.jpg,e6061d6b5542a5aa17183aa463dfec911e741bdc52faa5895ee627640d749e1e,0,0,0.001268,0.0072,,,1628.3
portrait_0578_20170817_153638_385.jpg,a42db7387798ff3104bc42d8acdea418216021afa37c1c7676da36af74130f5b,0,0,0.000862,0.0072,,,2125.4
portrait_0578_20170817_173638_329.jpg,99a8b224e15453567e550b65eef83d61d7f38f255a1f87884eb1ac783e9b5720,0,0,0.000791,0.0072,,,2276.5
portrait_5702_20170819_133222_151.jpg,3c0e9f7b977b955a22300d2db5912f730c784d766debc42cf389609163fe1acd,0,0,0.000357,0.0072,,,2556.5
portrait_5702_20170831_121406_392.jpg,1195dab4bdc196d0935d1d45ce8f8854ddb7de3db1f92e4a271101bfa7e62e9b,0,0,0.000638,0.0072,,,1781.7
portrait_5702_20170910_123953_906.jpg,9c36a8f4fb43e0454d1d15f206b2c2fee5c057b323381e6c9c21263e9d8b0345,0,0,0.001098,0.0072,,,1902.3
portrait_5702_20170910_124847_196.jpg,9cd7719c7624bcb9fd02fea41d1f6b09096c8e1439d3ca4ab4bc250f7908089f,0,0,0.000976,0.0072,,,2464.9
