filename,sha256,size_bytes,collected_time,source,label,notes
01 (9.0)_2.jpg,bdea8f0b6f5a72c85958da2edb7956d01119f9b80d83493150589e34e191ac3f,8396964,2026-05-14T17:26:42.227158,Dataset,0,OS: G965FXXS7CSK4 | Path: .
01 (9.0)_3.jpg,47b4f3e4a0216028e6a8b6f57f29a0e8c6560b251684f0babd18bbe5e6d7ec53,5850972,2026-05-14T17:26:40.908152,Dataset,0,OS: A705FXXU5BTC2 | Path: .
01 (9.0)_4.jpg,369779b8def431913ec4075d79b5f312516c189c5849334a6486106d82441c99,2861745,2026-05-14T17:26:42.099161,Dataset,1,OS: 13.4 | Path: .
01 (9.0)_5.jpg,84966a8c36d923be1cb3e84ff236ff1bc2dd482b2d2dcd77cce4cf2bf8bb73c6,2293835,2026-05-14T17:26:40.854159,Dataset,1,OS: 13.4.1 | Path: .
01 (9.0)_6.jpg,22d565d972229ee8eba6a41d3f90caac14d9f8c131222e53d2e8a4a939c1f73b,1854385,2026-05-14T17:26:40.820149,Dataset,1,OS: 13.3.1 | Path: .
01 (9.1)_1.jpg,28960717844d417cc6f37e69ae967679b31c4fa88c2d4f033c0ac9aad30e8237,13927762,2026-05-14T17:26:44.961211,Dataset,0,OS: G960FXXS7DTB5 | Path: .
01 (9.1)_2.jpg,e49d7ba4cb03aba2daece20d2673b6b06157a9ade83c5ec05cb6c11c28b8c343,12263534,2026-05-14T17:26:44.455371,Dataset,0,OS: G965FXXS7CSK4 | Path: .
01 (9.1)_3.jpg,b23463806853a01b867ae86ff1f9ba5ca83873ab32a968e8a77576bf3b7d3888,4918454,2026-05-14T17:26:41.395151,Dataset,0,OS: A705FXXU5BTC2 | Path: .
01 (9.1)_4.jpg,e8a6a216aaeaa4cd8547e37a2c6ecf94125400eba5bf4cc366c4e8fb8d6fd3e4,2187723,2026-05-14T17:26:43.406418,Dataset,1,OS: 13.4 | Path: .
01 (9.1)_5.jpg,7e6f1823df8f901194c11faff14ba4b22b29ba5ea21e728096a2c9e8a3caa3e0,1796280,2026-05-14T17:26:41.050153,Dataset,1,OS: 13.4.1 | Path: .
01 (9.1)_6.jpg,fcebc26dddde5949bc5354abf6da25aab8cd20a62a0093cbada3440f4ee2b270,2513107,2026-05-14T17:26:43.381622,Dataset,1,OS: 13.3.1 | Path: .
54588806927_f5b74e5c57_o.jpg,3b374291db1a84f1b33b9dcc2993eadb6b32a55e46ec57eacfbb5446ddb81043,8430893,2026-05-14T17:26:45.251261,Dataset,1,OS: 18.5
54588806952_8f8beec3d9_o.jpg,03156a8df37d7752c9fc87c8e0f6fe158a2f9416b3bd78082aff274b786400e6,6116982,2026-05-14T17:26:45.082093,Dataset,1,OS: 18.5
54588807642_a8c5401bfb_o.jpg,f75257048ee55dfc7cac80a4930f2c882476b531ca57c1b03ba1bba93943801f,6278579,2026-05-14T17:26:44.846063,Dataset,1,OS: 18.5
54588807742_21e2e7ba93_o.jpg,39b7f34cd3d0585b0b2b82de13370b4238dd0a3eb4017c0647afd4a2c6648605,6458785,2026-05-14T17:26:45.023040,Dataset,1,OS: 18.5
54589686541_d0bbf41a69_o.jpg,acc63a1806c110382e90ec59c02d430bbd5dc64605ab23dcdeb384336c17ea9d,6137035,2026-05-14T17:26:45.342880,Dataset,1,OS: 18.5
54589998780_6b238366df_o.jpg,4c79732b6fc789e5f7cca0e6285778b84e6c7f64ac1575943b0585b0f36dcd98,6412106,2026-05-14T17:26:45.177674,Dataset,1,OS: 18.5
img_338651249.jpg,651a11baf639470a7e2e9916aacf03693485eef3f440f29785005428a3282abc,852701,2026-05-14T17:26:44.230532,Dataset,0,OS: Picasa | Path: .
photo_16.jpg,8a2be8a3271734a7dcbd22a7f9984d0d5f8aa98b81267e12750bf91b71ec1bea,10300801,2026-05-14T17:26:45.432906,Dataset,1,OS: 11.1.2
photo_4.jpg,e3c047ff61b665111c1c082ce7ccd649dc209af44adc49343036bfb107b580bd,3388450,2026-05-14T17:26:45.119878,Dataset,1,OS: 13.3.1
photo_6.jpg,a525867ab66030e2982187e5104a33d21211d6c5bba16b214fef59fe716fa221,3642297,2026-05-14T17:26:45.288310,Dataset,1,OS: 14.2
portrait_0050_20170718_104704_950.jpg,41095047f22c7d189dac6ab1c82a77301176312fa85172a73c6e5a4f208d9292,1307041,2026-05-14T17:26:44.065710,Dataset,0,OS: HDR+ 1.0.162266548z | Path: .
portrait_0050_20170719_142756_707.jpg,c2b0f7eafabcb2d961c275d0a3f5434f7bf0c26f33533bc23bc3c7f67b9627f1,1535415,2026-05-14T17:26:44.031387,Dataset,0,OS: HDR+ 1.0.162266548z | Path: .
portrait_0050_20170725_182616_746.jpg,9dc1e6e0f7ed702beceb05a6b8bfe8cd523ceae09c0566d51db9edee32aa2980,788650,2026-05-14T17:26:44.046389,Dataset,0,OS: HDR+ 1.0.162691864z | Path: .
portrait_0050_20170725_185728_022.jpg,3cae0026fed7ebd05e51d2003f3fd38a5fa318a59a52ca15cb1d4e85d37dcb4f,1106772,2026-05-14T17:26:42.349753,Dataset,0,OS: HDR+ 1.0.162691864z | Path: .
portrait_0050_20170806_163412_637.jpg,ff60389a551700a9e57653dfb52584b920e356b8392ad5c74345a13ff859e4f5,1114751,2026-05-14T17:26:42.369762,Dataset,0,OS: HDR+ 1.0.164138551z | Path: .
portrait_0050_20170809_154004_802.jpg,1cebf31a2233ea9ee4c45ade96760cb7671c4ce3f8ed8180f60efe9337ac4cd2,1039095,2026-05-14T17:26:44.680602,Dataset,0,OS: HDR+ 1.0.164138551z | Path: .
portrait_0181_20170715_124004_796.jpg,64637b0743300433ba039c88dbfa2c7be2e12ea5016b11ebe88fb293da68d537,1350303,2026-05-14T17:26:44.153702,Dataset,0,OS: HDR+ 1.0.162050537z | Path: .
portrait_0222_20170812_202647_946.jpg,e21604d8a2419930f5bde87c4235cc2a339befb492d3c0d6b9d0f45cf4a6ad97,975069,2026-05-14T17:26:42.119158,Dataset,0,OS: HDR+ 1.0.163109750z | Path: .
portrait_0289_20170809_100620_690.jpg,14ac9e018c6cdfbd1111935ab44e75b040758ba3233005dc304709c3907d2872,539074,2026-05-14T17:26:42.896833,Dataset,0,OS: HDR+ 1.0.163537867z | Path: .
portrait_0508_20170823_165159_189.jpg,408992dd8a6f87dea93c4aa3d5629e6229895fd4ea66d9b682a3a53e3cb02234,1441190,2026-05-14T17:26:43.744203,Dataset,0,OS: HDR+ 1.0.165812133z | Path: .
portrait_0578_20170810_204504_835.jpg,e6061d6b5542a5aa17183aa463dfec911e741bdc52faa5895ee627640d749e1e,1022947,2026-05-14T17:26:43.857124,Dataset,0,OS: HDR+ 1.0.163537867z | Path: .
portrait_0578_20170817_153638_385.jpg,a42db7387798ff3104bc42d8acdea418216021afa37c1c7676da36af74130f5b,731146,2026-05-14T17:26:42.745735,Dataset,0,OS: HDR+ 1.0.165040487z | Path: .
portrait_0578_20170817_173638_329.jpg,99a8b224e15453567e550b65eef83d61d7f38f255a1f87884eb1ac783e9b5720,1137258,2026-05-14T17:26:44.641567,Dataset,0,OS: HDR+ 1.0.165040487z | Path: .
portrait_5702_20170819_133222_151.jpg,3c0e9f7b977b955a22300d2db5912f730c784d766debc42cf389609163fe1acd,1120899,2026-05-14T17:26:43.579084,Dataset,0,OS: HDR+ 1.0.165786234z | Path: .
portrait_5702_20170831_121406_392.jpg,1195dab4bdc196d0935d1d45ce8f8854ddb7de3db1f92e4a271101bfa7e62e9b,1127163,2026-05-14T17:26:43.904385,Dataset,0,OS: HDR+ 1.0.166778486z | Path: .
portrait_5702_20170910_123953_906.jpg,9c36a8f4fb43e0454d1d15f206b2c2fee5c057b323381e6c9c21263e9d8b0345,1555046,2026-05-14T17:26:42.711593,Dataset,0,OS: HDR+ 1.0.167829695z | Path: .
portrait_5702_20170910_124847_196.jpg,9cd7719c7624bcb9fd02fea41d1f6b09096c8e1439d3ca4ab4bc250f7908089f,1670555,2026-05-14T17:26:44.622571,Dataset,0,OS: HDR+ 1.0.167829695z | Path: .
